Year,Make,Model,Fuel Type,Car Type,Car Build,Count
2020,Hyundai,iLoad,Diesel,2.5L Diesel Commercial Van RWD Manual,OTHER,5
2020,Hyundai,iLoad,Diesel,2.5L Diesel Dual Cab Commercial Van RWD,OTHER,2
2020,Hyundai,iMax,Diesel,2.5L Diesel People Mover RWD,OTHER,3
2020,Isuzu,D-MAX,Diesel,3.0L Diesel Dual Cab Cab Chassis 4XD,OTHER,78
2020,Isuzu,D-MAX,Diesel,3.0L Diesel Dual Cab Ute 4XD,UTE,66
2020,Isuzu,D-MAX,Diesel,3.0L Diesel Dual Cab Ute 4XD Manual,UTE,4
2020,Isuzu,D-MAX,Diesel,3.0L Diesel Extended Cab Cab Chassis 4XD Manual,OTHER,1
2020,Isuzu,D-MAX,Diesel,3.0L Diesel Extended Cab Ute 4XD,UTE,1
2020,Isuzu,D-MAX,Diesel,3.0L Diesel Single Cab Cab Chassis 4XD,OTHER,1
2020,Isuzu,D-MAX,Diesel,3.0L Diesel Single Cab Cab Chassis RWD Manual,OTHER,1
2020,Isuzu,D-MAX,Diesel,High Ride 3.0L Diesel Dual Cab Cab Chassis RWD,OTHER,17
2020,Isuzu,D-MAX,Diesel,High Ride 3.0L Diesel Dual Cab Ute RWD,UTE,16
2020,Isuzu,D-MAX,Diesel,High Ride 3.0L Diesel Extended Cab Ute RWD,UTE,6
2020,Isuzu,D-MAX,Diesel,High Ride 3.0L Diesel Single Cab Cab Chassis RWD,OTHER,14
2020,Isuzu,D-MAX,Diesel,High Ride 3.0L Diesel Single Cab Cab Chassis RWD Manual,OTHER,5
2020,Isuzu,MU-X,Diesel,3.0L Diesel SUV 4XD,SUV,40
2020,Isuzu,MU-X,Diesel,3.0L Diesel SUV RWD,SUV,28
2020,Jaguar,E-PACE,Petrol,Chequered Flag 2.0L SUV 4WD,SUV,1
2020,Jaguar,E-PACE,Petrol,R-Dynamic S 2.0L SUV 4WD,SUV,3
2020,Jaguar,I-PACE,Electric,SE SUV 4WD,SUV,2
2020,Jaguar,XE,Petrol,R-Dynamic SE 2.0L Sedan RWD,OTHER,1
2020,Jaguar,XF,Petrol,Prestige 2.0L Sedan RWD,OTHER,1
2020,Jeep,Compass,Diesel,2.0L Diesel SUV 4XD,SUV,1
2020,Jeep,Compass,Petrol,2.4L SUV 4WD,SUV,9
2020,Jeep,Compass,Petrol,2.4L SUV FWD,SUV,2
2020,Jeep,Gladiator,Petrol,3.6L Dual Cab Ute 4WD,UTE,23
2020,Jeep,Grand Cherokee,Diesel,3.0L Diesel SUV 4XD,SUV,31
2020,Jeep,Grand Cherokee,Petrol,3.6L SUV 4XD,SUV,13
2020,Jeep,Grand Cherokee,Petrol,5.7L SUV 4XD,SUV,1
2020,Jeep,Grand Cherokee,Petrol,6.4L SUV 4WD,SUV,7
2020,Jeep,Wrangler,Diesel,Rubicon 2.2L Diesel SUV 4XD,SUV,1
2020,Jeep,Wrangler,Petrol,3.6L SUV 4XD,SUV,6
2020,Jeep,Wrangler,Petrol,Night Eagle 3.6L SUV 4XD,SUV,3
2020,Jeep,Wrangler,Petrol,Overland 3.6L SUV 4XD,SUV,5
2020,Jeep,Wrangler,Petrol,Rubicon 3.6L SUV 4XD,SUV,3
2020,Kia,Carnival,Diesel,2.2L Diesel People Mover FWD,OTHER,19
2020,Kia,Carnival,Petrol,3.3L People Mover FWD,OTHER,22
2020,Kia,Carnival,Petrol,3.5L People Mover FWD,OTHER,5
2020,Kia,Cerato,Petrol,1.6L Hatchback FWD,OTHER,22
2020,Kia,Cerato,Petrol,1.6L Sedan FWD,OTHER,17
2020,Kia,Cerato,Petrol,2.0L Hatchback FWD,OTHER,102
2020,Kia,Cerato,Petrol,2.0L Hatchback FWD Manual,OTHER,1
2020,Kia,Cerato,Petrol,2.0L Sedan FWD,OTHER,73
2020,Kia,Cerato,Petrol,2.0L Sedan FWD Manual,OTHER,1
2020,Kia,Picanto,Petrol,1.3L Hatchback FWD,OTHER,32
2020,Kia,Picanto,Petrol,1.3L Hatchback FWD Manual,OTHER,1
2020,Kia,Rio,Petrol,1.0L Hatchback FWD,OTHER,5
2020,Kia,Rio,Petrol,1.4L Hatchback FWD,OTHER,30
2020,Kia,Seltos,Petrol,1.6L SUV 4WD,SUV,36
2020,Kia,Seltos,Petrol,2.0L SUV FWD,SUV,34
2020,Kia,Sorento,Diesel,2.2L Diesel SUV 4WD,SUV,101
2020,Kia,Sorento,Petrol,3.5L SUV FWD,SUV,18
2020,Kia,Sportage,Diesel,2.0L Diesel SUV 4WD,SUV,5
2020,Kia,Sportage,Petrol,2.0L SUV FWD,SUV,45
2020,Kia,Sportage,Petrol,2.4L SUV 4WD,SUV,25
2020,Kia,Stinger,Petrol,2.0L Sedan RWD,OTHER,5
2020,Kia,Stinger,Petrol,3.3L Sedan RWD,OTHER,29
2020,Kia,Stinger,Petrol,Night Sky Edition 3.3L Sedan RWD,OTHER,1
2020,Kia,Stonic,Petrol,1.0L SUV FWD,SUV,1
2020,LDV,D90,Diesel,2.0L Diesel SUV 4XD,SUV,9
2020,LDV,D90,Petrol,2.0L SUV 4XD,SUV,7
2020,LDV,D90,Petrol,2.0L SUV RWD,SUV,7
2020,LDV,G10,Diesel,1.9L Diesel Commercial Van RWD,OTHER,3
2020,LDV,G10,Diesel,1.9L Diesel Commercial Van RWD Manual,OTHER,1
2020,LDV,G10,Petrol,2.0L People Mover RWD,OTHER,2
2020,LDV,T60,Diesel,2.0L Diesel Dual Cab Ute 4XD,UTE,25
2020,LDV,T60,Diesel,2.8L Diesel Dual Cab Ute 4XD,UTE,24
2020,LDV,T60,Diesel,2.8L Diesel Dual Cab Ute 4XD Manual,UTE,14
2020,LDV,T60,Diesel,Mega Tub 2.8L Diesel Dual Cab Ute LWB 4XD,UTE,6
2020,LDV,T60,Diesel,Mega Tub 2.8L Diesel Dual Cab Ute LWB 4XD Manual,UTE,2
2020,LDV,V80,Diesel,2.5L Diesel Commercial Van LWB FWD,OTHER,4
2020,LDV,V80,Diesel,2.5L Diesel Commercial Van LWB FWD Manual,OTHER,2
2020,LDV,V80,Diesel,2.5L Diesel Commercial Van SWB FWD,OTHER,4
2020,Land,Rover Defender,Diesel,2.0L Diesel SUV 4XD,SUV,2
2020,Land,Rover Defender,Diesel,First Edition 3.0L Diesel SUV 4XD,SUV,3
2020,Land,Rover Defender,Diesel,SE 2.0L Diesel SUV 4XD,SUV,1
2020,Land,Rover Defender,Petrol,HSE 3.0L SUV 4XD,SUV,1
2020,Land,Rover Defender,Petrol,S 3.0L SUV 4XD,SUV,1
2020,Land,Rover Defender,Petrol,SE 3.0L SUV 4XD,SUV,7
2020,Land,Rover Defender,Petrol,X 3.0L SUV 4XD,SUV,1
2020,Land,Rover Discovery,Diesel,HSE 2.0L Diesel SUV 4XD,SUV,3
2020,Land,Rover Discovery,Diesel,HSE 3.0L Diesel SUV 4XD,SUV,3
2020,Land,Rover Discovery,Diesel,HSE Luxury 3.0L Diesel SUV 4XD,SUV,1
2020,Land,Rover Discovery,Diesel,Landmark Edition 3.0L Diesel SUV 4XD,SUV,1
2020,Land,Rover Discovery,Diesel,S 2.0L Diesel SUV 4WD,SUV,2
2020,Land,Rover Discovery,Diesel,SE 3.0L Diesel SUV 4XD,SUV,5
2020,Land,Rover Discovery Sport,Diesel,R-Dynamic S 2.0L Diesel SUV 4XC,SUV,3
2020,Land,Rover Discovery Sport,Petrol,R-Dynamic S 2.0L SUV 4XC,SUV,7
2020,Land,Rover Discovery Sport,Petrol,R-Dynamic SE 2.0L SUV 4XC,SUV,1
2020,Land,Rover Discovery Sport,Petrol,S 2.0L SUV 4XC,SUV,4
2020,Land,Rover Discovery Sport,Petrol,SE 2.0L SUV 4XC,SUV,11
2020,Land,Rover Range Rover,Petrol,Autobiography 5.0L SUV 4XD,SUV,1
2020,Land,Rover Range Rover Evoque,Diesel,R-Dynamic S 2.0L Diesel SUV 4XC,SUV,3
2020,Land,Rover Range Rover Evoque,Diesel,SE 2.0L Diesel SUV 4XC,SUV,5
2020,Land,Rover Range Rover Evoque,Petrol,R-Dynamic HSE 2.0L SUV 4XC,SUV,1
2020,Land,Rover Range Rover Evoque,Petrol,R-Dynamic S 2.0L SUV 4XC,SUV,4
2020,Land,Rover Range Rover Evoque,Petrol,S 2.0L SUV 4XC,SUV,1
2020,Land,Rover Range Rover Sport,Diesel,SE 3.0L Diesel SUV 4XC,SUV,12
2020,Land,Rover Range Rover Sport,Petrol,HSE Dynamic 5.0L SUV 4XD,SUV,2
2020,Land,Rover Range Rover Sport,Petrol,SVR 5.0L SUV 4XD,SUV,2
2020,Land,Rover Range Rover Velar,Petrol,R-Dynamic S 2.0L SUV 4WD,SUV,3
2020,Lexus,ES,Hybrid,Luxury 2.5L Sedan FWD Hybrid,OTHER,7
2020,Lexus,ES,Hybrid,Sports Luxury 2.5L Sedan FWD Hybrid,OTHER,3
2020,Lexus,GS,Hybrid,Sports Luxury 3.5L Sedan RWD Hybrid,OTHER,4
2020,Lexus,IS,Petrol,F Sport 2.0L Sedan RWD,OTHER,11
2020,Lexus,IS,Petrol,F Sport 3.5L Sedan RWD,OTHER,2
2020,Lexus,LS,Hybrid,Sports Luxury 3.5L Sedan RWD Hybrid,OTHER,5
2020,Lexus,LS,Petrol,Sports Luxury 3.5L Sedan RWD,OTHER,6
2020,Lexus,LX,Diesel,4.5L Diesel SUV 4XD,SUV,2
2020,Lexus,LX,Petrol,5.7L SUV 4XD,SUV,7
2020,Lexus,LX,Petrol,S 5.7L SUV 4XD,SUV,1
2020,Lexus,NX,Hybrid,F Sport 2.5L SUV FWD Hybrid,SUV,16
2020,Lexus,NX,Hybrid,Luxury 2.5L SUV FWD Hybrid,SUV,7
2020,Lexus,NX,Hybrid,Sports Luxury 2.5L SUV 4WD Hybrid,SUV,3
2020,Lexus,NX,Petrol,F Sport 2.0L SUV FWD,SUV,6
2020,Lexus,NX,Petrol,Luxury 2.0L SUV FWD,SUV,2
2020,Lexus,NX,Petrol,Sports Luxury 2.0L SUV 4WD,SUV,4
2020,Lexus,RC,Petrol,F Sport 3.5L Coupe RWD,OTHER,2
2020,Lexus,RX,Hybrid,F Sport 3.5L SUV 4WD Hybrid,SUV,5
2020,Lexus,RX,Hybrid,Luxury 3.5L SUV 4WD Hybrid,SUV,5
2020,Lexus,RX,Hybrid,Sports Luxury 3.5L SUV 4WD Hybrid,SUV,10
2020,Lexus,RX,Petrol,F Sport 3.5L SUV 4WD,SUV,8
2020,Lexus,RX,Petrol,Luxury 3.5L SUV 4WD,SUV,7
2020,Lexus,RX,Petrol,Sports Luxury 3.5L SUV 4WD,SUV,1
2020,Lexus,UX,Hybrid,F Sport 2.0L SUV FWD Hybrid,SUV,1
2020,Lexus,UX,Hybrid,Sport Luxury 2.0L SUV FWD Hybrid,SUV,1
2020,Lexus,UX,Petrol,Luxury 2.0L SUV FWD,SUV,2
2020,Lexus,UX,Petrol,Sport Luxury 2.0L SUV FWD,SUV,1
2020,MG,HS,Petrol,1.5L SUV FWD,SUV,78
2020,MG,HS PHEV,Hybrid,1.5L SUV FWD Hybrid,SUV,5
2020,MG,MG3,Petrol,1.5L Hatchback FWD,OTHER,59
2020,MG,MG3,Petrol,Limited Edition 1.5L Hatchback FWD,OTHER,3
2020,MG,ZS,Petrol,1.0L SUV FWD,SUV,16
2020,MG,ZS,Petrol,1.5L SUV FWD,SUV,18
2020,MG,ZS EV,Electric,SUV FWD,SUV,13
2020,MG,ZST,Petrol,1.3L SUV FWD,SUV,29
2020,MINI,Clubman,Petrol,2.0L Wagon 4WD,OTHER,2
2020,MINI,Clubman,Petrol,2.0L Wagon FWD,OTHER,2
2020,MINI,Clubman,Petrol,MINI Yours 2.0L Wagon FWD,OTHER,1
2020,MINI,Convertible,Petrol,1.5L Convertible FWD,OTHER,4
2020,MINI,Countryman,Petrol,2.0L SUV FWD,SUV,4
2020,MINI,Countryman,Petrol,Pure 2.0L SUV 4WD,SUV,2
2020,MINI,Hatch,Electric,First Edition Hatchback FWD,OTHER,2
2020,MINI,Hatch,Petrol,1.5L Hatchback FWD,OTHER,7
2020,MINI,Hatch,Petrol,2.0L Hatchback FWD,OTHER,1
2020,MINI,Hatch,Petrol,Classic 1.5L Hatchback FWD Manual,OTHER,5
2020,Maserati,Ghibli,Petrol,3.0L Sedan RWD,OTHER,1
2020,Maserati,Levante,Petrol,3.0L SUV 4WD,SUV,1
2020,Mazda,2,Petrol,Evolve 1.5L Hatchback FWD,OTHER,2
2020,Mazda,2,Petrol,Pure 1.5L Hatchback FWD,OTHER,5
2020,Mazda,2,Petrol,Pure 1.5L Hatchback FWD Manual,OTHER,1
2020,Mazda,2,Petrol,Pure 1.5L Sedan FWD,OTHER,1
2020,Mazda,3,Petrol,2.5L Hatchback FWD,OTHER,1
2020,Mazda,3,Petrol,2.5L Sedan FWD,OTHER,1
2020,Mazda,3,Petrol,Astina 2.0L Hatchback FWD,OTHER,1
2020,Mazda,3,Petrol,Astina 2.0L Sedan FWD,OTHER,4
2020,Mazda,3,Petrol,Astina 2.5L Hatchback FWD,OTHER,16
2020,Mazda,3,Petrol,Astina 2.5L Hatchback FWD Manual,OTHER,3
2020,Mazda,3,Petrol,Astina 2.5L Sedan FWD,OTHER,13
2020,Mazda,3,Petrol,Astina 2.5L Sedan FWD Manual,OTHER,2
2020,Mazda,3,Petrol,Evolve 2.0L Hatchback FWD,OTHER,10
2020,Mazda,3,Petrol,Evolve 2.0L Sedan FWD,OTHER,6
2020,Mazda,3,Petrol,Evolve 2.5L Hatchback FWD,OTHER,5
2020,Mazda,3,Petrol,Evolve 2.5L Sedan FWD,OTHER,3
2020,Mazda,3,Petrol,Evolve 2.5L Sedan FWD Manual,OTHER,2
2020,Mazda,3,Petrol,GT 2.5L Hatchback FWD,OTHER,10
2020,Mazda,3,Petrol,GT 2.5L Sedan FWD,OTHER,4
2020,Mazda,3,Petrol,Pure 2.0L Hatchback FWD,OTHER,32
2020,Mazda,3,Petrol,Pure 2.0L Hatchback FWD Manual,OTHER,1
2020,Mazda,3,Petrol,Pure 2.0L Sedan FWD,OTHER,3
2020,Mazda,3,Petrol,Pure 2.0L Sedan FWD Manual,OTHER,1
2020,Mazda,3,Petrol,Touring 2.0L Hatchback FWD,OTHER,9
2020,Mazda,3,Petrol,Touring 2.0L Hatchback FWD Manual,OTHER,1
2020,Mazda,3,Petrol,Touring 2.0L Sedan FWD,OTHER,1
2020,Mazda,6,Petrol,2.5L Sedan FWD,OTHER,15
2020,Mazda,6,Petrol,2.5L Wagon FWD,OTHER,3
2020,Mazda,BT-50,Diesel,2.2L Diesel Single Cab Cab Chassis RWD Manual,OTHER,2
2020,Mazda,BT-50,Diesel,3.0L Diesel Dual Cab Cab Chassis 4XD,OTHER,13
2020,Mazda,BT-50,Diesel,3.0L Diesel Dual Cab Cab Chassis RWD,OTHER,3
2020,Mazda,BT-50,Diesel,3.0L Diesel Dual Cab Ute 4XD,UTE,58
2020,Mazda,BT-50,Diesel,3.0L Diesel Dual Cab Ute 4XD Manual,UTE,10
2020,Mazda,BT-50,Diesel,3.0L Diesel Dual Cab Ute RWD,UTE,3
2020,Mazda,BT-50,Diesel,3.0L Diesel Extended Cab Cab Chassis 4XD,OTHER,1
2020,Mazda,BT-50,Diesel,3.0L Diesel Single Cab Cab Chassis 4XD Manual,OTHER,1
2020,Mazda,BT-50,Diesel,3.2L Diesel Dual Cab Cab Chassis 4XD Manual,OTHER,1
2020,Mazda,BT-50,Diesel,3.2L Diesel Dual Cab Ute 4XD,UTE,19
2020,Mazda,BT-50,Diesel,3.2L Diesel Dual Cab Ute 4XD Manual,UTE,2
2020,Mazda,BT-50,Diesel,3.2L Diesel Extended Cab Cab Chassis 4XD,OTHER,4
2020,Mazda,BT-50,Diesel,Hi-Rider 3.2L Diesel Dual Cab Cab Chassis RWD,OTHER,1
2020,Mazda,BT-50,Diesel,Hi-Rider 3.2L Diesel Dual Cab Cab Chassis RWD Manual,OTHER,11
2020,Mazda,BT-50,Diesel,Hi-Rider 3.2L Diesel Dual Cab Ute RWD,UTE,1
2020,Mazda,BT-50,Diesel,Hi-Rider 3.2L Diesel Extended Cab Cab Chassis RWD,OTHER,3
2020,Mazda,BT-50,Diesel,Hi-Rider 3.2L Diesel Extended Cab Cab Chassis RWD Manual,OTHER,2
2020,Mazda,CX-3,Petrol,2.0L SUV 4WD,SUV,2
2020,Mazda,CX-3,Petrol,2.0L SUV FWD,SUV,25
2020,Mazda,CX-3,Petrol,2.0L SUV FWD Manual,SUV,1
2020,Mazda,CX-3,Petrol,LE 2.0L SUV 4WD,SUV,1
2020,Mazda,CX-3,Petrol,Sport 2.0L SUV FWD,SUV,37
2020,Mazda,CX-3,Petrol,Sport 2.0L SUV FWD Manual,SUV,3
2020,Mazda,CX-30,Petrol,2.5L SUV FWD,SUV,6
2020,Mazda,CX-30,Petrol,Astina 2.0L SUV 4WD,SUV,2
2020,Mazda,CX-30,Petrol,Astina 2.0L SUV FWD,SUV,11
2020,Mazda,CX-30,Petrol,Astina 2.5L SUV 4WD,SUV,3
2020,Mazda,CX-30,Petrol,Astina 2.5L SUV FWD,SUV,15
2020,Mazda,CX-30,Petrol,Evolve 2.0L SUV FWD,SUV,11
2020,Mazda,CX-30,Petrol,Pure 2.0L SUV FWD,SUV,12
2020,Mazda,CX-30,Petrol,Pure 2.0L SUV FWD Manual,SUV,4
2020,Mazda,CX-30,Petrol,Touring 2.0L SUV FWD,SUV,5
2020,Mazda,CX-30,Petrol,Touring 2.5L SUV 4WD,SUV,9
2020,Mazda,CX-30,Petrol,Touring 2.5L SUV FWD,SUV,8
2020,Mazda,CX-5,Diesel,2.2L Diesel SUV 4WD,SUV,14
2020,Mazda,CX-5,Petrol,2.0L SUV FWD,SUV,10
2020,Mazda,CX-5,Petrol,2.5L SUV 4WD,SUV,99
2020,Mazda,CX-5,Petrol,Sport 2.0L SUV FWD,SUV,11
2020,Mazda,CX-5,Petrol,Sport 2.5L SUV 4WD,SUV,13
2020,Mazda,CX-8,Diesel,2.2L Diesel SUV 4WD,SUV,15
2020,Mazda,CX-8,Diesel,2.2L Diesel SUV FWD,SUV,5
2020,Mazda,CX-8,Petrol,2.5L SUV FWD,SUV,44
2020,Mazda,CX-9,Petrol,2.5L SUV 4WD,SUV,31
2020,Mazda,CX-9,Petrol,2.5L SUV FWD,SUV,55
2020,Mazda,MX-5,Petrol,2.0L Coupe RWD Manual,OTHER,3
2020,McLaren,600LT,Petrol,3.8L Coupe RWD,OTHER,2
2020,Mercedes-Benz,A-Class,Hybrid,1.3L Hatchback FWD Hybrid,OTHER,1
2020,Mercedes-Benz,A-Class,Petrol,1.3L Hatchback FWD,OTHER,12
2020,Mercedes-Benz,A-Class,Petrol,1.3L Sedan FWD,OTHER,18
2020,Mercedes-Benz,A-Class,Petrol,2.0L Hatchback 4WD,OTHER,52
2020,Mercedes-Benz,A-Class,Petrol,2.0L Hatchback FWD,OTHER,8
2020,Mercedes-Benz,A-Class,Petrol,2.0L Sedan 4WD,OTHER,20
2020,Mercedes-Benz,A-Class,Petrol,2.0L Sedan FWD,OTHER,2
2020,Mercedes-Benz,A-Class,Petrol,S 2.0L Hatchback 4WD,OTHER,40
2020,Mercedes-Benz,AMG GT,Petrol,4.0L Coupe RWD,OTHER,2
2020,Mercedes-Benz,C-Class,Hybrid,e 2.0L Sedan RWD Hybrid,OTHER,2
2020,Mercedes-Benz,C-Class,Petrol,2.0L Convertible RWD,OTHER,4
2020,Mercedes-Benz,C-Class,Petrol,2.0L Coupe RWD,OTHER,12
2020,Mercedes-Benz,C-Class,Petrol,2.0L Sedan RWD,OTHER,30
2020,Mercedes-Benz,C-Class,Petrol,2.0L Wagon RWD,OTHER,1
2020,Mercedes-Benz,C-Class,Petrol,3.0L Convertible 4WD,OTHER,1
2020,Mercedes-Benz,C-Class,Petrol,3.0L Coupe 4WD,OTHER,2
2020,Mercedes-Benz,C-Class,Petrol,3.0L Sedan 4WD,OTHER,16
2020,Mercedes-Benz,C-Class,Petrol,S 4.0L Coupe RWD,OTHER,1
2020,Mercedes-Benz,C-Class,Petrol,S 4.0L Sedan RWD,OTHER,3
2020,Mercedes-Benz,CLA-Class,Petrol,1.3L Coupe FWD,OTHER,17
2020,Mercedes-Benz,CLA-Class,Petrol,2.0L Coupe 4WD,OTHER,28
2020,Mercedes-Benz,CLA-Class,Petrol,S 2.0L Coupe 4WD,OTHER,11
2020,Mercedes-Benz,CLS-Class,Petrol,3.0L Sedan 4WD,OTHER,3
2020,Mercedes-Benz,E-Class,Petrol,2.0L Coupe RWD,OTHER,20
2020,Mercedes-Benz,E-Class,Petrol,2.0L Sedan RWD,OTHER,16
2020,Mercedes-Benz,E-Class,Petrol,3.0L Convertible 4WD,OTHER,2
2020,Mercedes-Benz,E-Class,Petrol,3.0L Sedan 4WD,OTHER,1
2020,Mercedes-Benz,EQC,Electric,Electric Art Line SUV 4WD,SUV,7
2020,Mercedes-Benz,EQC,Electric,SUV 4WD,SUV,14
2020,Mercedes-Benz,GLA-Class,Petrol,1.3L SUV FWD,SUV,17
2020,Mercedes-Benz,GLA-Class,Petrol,2.0L SUV 4WD,SUV,29
2020,Mercedes-Benz,GLA-Class,Petrol,S 2.0L SUV 4WD,SUV,8
2020,Mercedes-Benz,GLB-Class,Petrol,1.3L SUV FWD,SUV,1
2020,Mercedes-Benz,GLB-Class,Petrol,2.0L SUV 4WD,SUV,36
2020,Mercedes-Benz,GLC-Class,Hybrid,e 2.0L SUV 4WD Hybrid,SUV,4
2020,Mercedes-Benz,GLC-Class,Petrol,2.0L SUV 4WD,SUV,24
2020,Mercedes-Benz,GLC-Class,Petrol,2.0L SUV RWD,SUV,26
2020,Mercedes-Benz,GLC-Class,Petrol,3.0L SUV 4WD,SUV,7
2020,Mercedes-Benz,GLC-Class,Petrol,S 4.0L SUV 4WD,SUV,4
2020,Mercedes-Benz,GLE-Class,Diesel,2.0L Diesel SUV 4WD,SUV,31
2020,Mercedes-Benz,GLE-Class,Diesel,2.9L Diesel SUV 4WD,SUV,4
2020,Mercedes-Benz,GLE-Class,Petrol,3.0L SUV 4WD,SUV,19
2020,Mercedes-Benz,GLE-Class,Petrol,S 4.0L SUV 4WD,SUV,12
2020,Mercedes-Benz,GLS-Class,Diesel,2.9L Diesel SUV 4WD,SUV,6
2020,Mercedes-Benz,GLS-Class,Petrol,2.9L SUV 4WD,SUV,2
2020,Mercedes-Benz,S-Class,Diesel,2.9L Diesel Sedan RWD,OTHER,3
2020,Mercedes-Benz,S-Class,Petrol,4.0L Sedan RWD,OTHER,1
2020,Mercedes-Benz,V-Class,Diesel,2.1L Diesel People Mover MWB RWD,OTHER,6
2020,Mercedes-Benz,V-Class,Diesel,Avantgarde 2.1L Diesel People Mover MWB RWD,OTHER,6
2020,Mercedes-Benz,Valente,Diesel,2.1L Diesel People Mover RWD,OTHER,10
2020,Mercedes-Benz,Vito,Diesel,2.1L Diesel Commercial Van LWB RWD,OTHER,5
2020,Mercedes-Benz,Vito,Diesel,2.1L Diesel Commercial Van SWB RWD,OTHER,2
2020,Mercedes-Benz,X-Class,Diesel,Power 3.0L Diesel Dual Cab Ute 4XD,UTE,19
2020,Mercedes-Benz,X-Class,Diesel,Progressive 2.3L Diesel Dual Cab Ute 4XD,UTE,5
2020,Mercedes-Benz,X-Class,Diesel,Progressive 3.0L Diesel Dual Cab Ute 4XD,UTE,1
2020,Mitsubishi,ASX,Petrol,2.0L SUV FWD,SUV,67
2020,Mitsubishi,ASX,Petrol,2.0L SUV FWD Manual,SUV,1
2020,Mitsubishi,ASX,Petrol,2.4L SUV FWD,SUV,29
2020,Mitsubishi,ASX,Petrol,ADAS 2.0L SUV FWD,SUV,6
2020,Mitsubishi,Eclipse Cross,Petrol,1.5L SUV 4WD,SUV,7
2020,Mitsubishi,Eclipse Cross,Petrol,1.5L SUV FWD,SUV,62
2020,Mitsubishi,Express,Diesel,2.0L Diesel Commercial Van LWB FWD,OTHER,6
2020,Mitsubishi,Express,Diesel,2.0L Diesel Commercial Van SWB FWD,OTHER,8
2020,Mitsubishi,Outlander,Diesel,2.2L Diesel SUV 4WD,SUV,11
2020,Mitsubishi,Outlander,Hybrid,ES 2.4L SUV 4WD Hybrid,SUV,4
2020,Mitsubishi,Outlander,Hybrid,Exceed 2.4L SUV 4WD Hybrid,SUV,3
2020,Mitsubishi,Outlander,Petrol,2.4L SUV 4WD,SUV,57
2020,Mitsubishi,Outlander,Petrol,2.4L SUV FWD,SUV,57
2020,Mitsubishi,Outlander,Petrol,ADAS 2.4L SUV FWD,SUV,1
2020,Mitsubishi,Pajero,Diesel,3.2L Diesel SUV 4XD,SUV,19
2020,Mitsubishi,Pajero,Diesel,Leather Option 3.2L Diesel SUV 4XD,SUV,5
2020,Mitsubishi,Pajero Sport,Diesel,2.4L Diesel SUV 4XD,SUV,48
2020,Mitsubishi,Triton,Diesel,2.4L Diesel Dual Cab Cab Chassis 4XD Manual,OTHER,8
2020,Mitsubishi,Triton,Diesel,2.4L Diesel Dual Cab Ute 4XD,UTE,104
2020,Mitsubishi,Triton,Diesel,2.4L Diesel Dual Cab Ute 4XD Manual,UTE,25
2020,Mitsubishi,Triton,Diesel,2.4L Diesel Extended Cab Cab Chassis 4XD Manual,OTHER,1
2020,Mitsubishi,Triton,Diesel,2.4L Diesel Extended Cab Ute 4XD,UTE,3
2020,Mitsubishi,Triton,Diesel,2.4L Diesel Single Cab Cab Chassis 4XD,OTHER,1
2020,Mitsubishi,Triton,Diesel,2.4L Diesel Single Cab Cab Chassis RWD,OTHER,4
2020,Mitsubishi,Triton,Diesel,ADAS 2.4L Diesel Dual Cab Cab Chassis 4XD,OTHER,22
2020,Mitsubishi,Triton,Diesel,ADAS 2.4L Diesel Dual Cab Ute 4XD,UTE,3
2020,Mitsubishi,Triton,Diesel,ADAS 2.4L Diesel Dual Cab Ute RWD,UTE,42
2020,Mitsubishi,Triton,Diesel,Premium 2.4L Diesel Dual Cab Ute 4XD,UTE,19
2020,Mitsubishi,Triton,Petrol,2.4L Single Cab Cab Chassis RWD Manual,OTHER,2
2020,Nissan,JUKE,Petrol,1.0L SUV FWD,SUV,12
2020,Nissan,LEAF,Electric,Hatchback FWD,OTHER,2
2020,Nissan,Navara,Diesel,2.3L Diesel Dual Cab Ute 4XD,UTE,157
2020,Nissan,Navara,Diesel,2.3L Diesel Dual Cab Ute 4XD Manual,UTE,11
2020,Nissan,Navara,Diesel,2.3L Diesel Dual Cab Ute RWD,UTE,29
2020,Nissan,Navara,Diesel,2.3L Diesel Dual Cab Ute RWD Manual,UTE,5
2020,Nissan,Navara,Diesel,2.3L Diesel Extended Cab Ute 4XD,UTE,4
2020,Nissan,Navara,Diesel,2.3L Diesel Single Cab Cab Chassis RWD Manual,OTHER,2
2020,Nissan,Pathfinder,Petrol,3.5L SUV 4WD,SUV,4
2020,Nissan,Pathfinder,Petrol,3.5L SUV FWD,SUV,3
2020,Nissan,Patrol,Petrol,5.6L SUV 4XD,SUV,75
2020,Nissan,QASHQAI,Petrol,2.0L SUV FWD,SUV,82
2020,Nissan,QASHQAI,Petrol,2.0L SUV FWD Manual,SUV,2
2020,Nissan,X-TRAIL,Diesel,2.0L Diesel SUV 4WD,SUV,2
2020,Nissan,X-TRAIL,Petrol,2.0L SUV FWD Manual,SUV,2
2020,Nissan,X-TRAIL,Petrol,2.5L SUV 4WD,SUV,48
2020,Nissan,X-TRAIL,Petrol,2.5L SUV FWD,SUV,140
2020,Peugeot,308,Petrol,1.2L Hatchback FWD,OTHER,2
2020,Peugeot,508,Petrol,1.6L FWD,OTHER,10
2020,Peugeot,2008,Petrol,1.2L SUV FWD,SUV,3
