Year,Make,Model,Fuel Type,Car Type,Car Build,Count
2019,Alfa,Romeo Stelvio,Diesel,2.2L Diesel SUV 4WD,SUV,6
2019,Alfa,Romeo Stelvio,Petrol,2.9L SUV 4WD,SUV,1
2019,Audi,A1,Petrol,1.5L Hatchback FWD,OTHER,2
2019,Audi,A3,Petrol,1.4L Convertible FWD,OTHER,3
2019,Audi,A3,Petrol,1.4L Hatchback FWD,OTHER,8
2019,Audi,A3,Petrol,1.4L Sedan FWD,OTHER,21
2019,Audi,A3,Petrol,2.0L Convertible 4WD,OTHER,1
2019,Audi,A3,Petrol,2.0L Hatchback 4WD,OTHER,2
2019,Audi,A3,Petrol,2.0L Hatchback FWD,OTHER,5
2019,Audi,A3,Petrol,2.0L Sedan 4WD,OTHER,13
2019,Audi,A3,Petrol,2.0L Sedan FWD,OTHER,2
2019,Audi,A3,Petrol,S line plus 1.4L Hatchback FWD,OTHER,6
2019,Audi,A3,Petrol,S line plus 1.4L Sedan FWD,OTHER,4
2019,Audi,A3,Petrol,S line plus 2.0L Hatchback FWD,OTHER,1
2019,Audi,A3,Petrol,S line plus 2.0L Sedan 4WD,OTHER,2
2019,Audi,A3,Petrol,S line plus 2.0L Sedan FWD,OTHER,4
2019,Audi,A4,Petrol,1.4L Sedan FWD,OTHER,2
2019,Audi,A4,Petrol,2.0L Sedan FWD,OTHER,3
2019,Audi,A4,Petrol,45 TFSI 2.0L Wagon 4WD,OTHER,1
2019,Audi,A4,Petrol,S line 1.4L Sedan FWD,OTHER,12
2019,Audi,A4,Petrol,S line 2.0L Sedan 4WD,OTHER,16
2019,Audi,A4,Petrol,S line 2.0L Sedan FWD,OTHER,4
2019,Audi,A4,Petrol,S line 2.0L Wagon 4WD,OTHER,5
2019,Audi,A5,Petrol,2.0L Hatchback 4WD,OTHER,2
2019,Audi,A5,Petrol,sport 2.0L Coupe 4WD,OTHER,1
2019,Audi,A5,Petrol,sport 2.0L Hatchback 4WD,OTHER,7
2019,Audi,A6,Petrol,2.0L Sedan 4WD,OTHER,3
2019,Audi,A6,Petrol,S line 3.0L Sedan 4WD,OTHER,2
2019,Audi,A7,Petrol,3.0L Hatchback 4WD,OTHER,3
2019,Audi,A8,Diesel,3.0L Diesel Sedan 4WD,OTHER,1
2019,Audi,Q2,Petrol,Edition #2 1.4L SUV FWD,SUV,1
2019,Audi,Q2,Petrol,design 1.4L SUV FWD,SUV,39
2019,Audi,Q2,Petrol,sport 2.0L SUV 4WD,SUV,5
2019,Audi,Q3,Petrol,1.4L SUV FWD,SUV,14
2019,Audi,Q3,Petrol,Launch Edition 1.4L SUV FWD,SUV,6
2019,Audi,Q3,Petrol,S Line 1.4L SUV FWD,SUV,5
2019,Audi,Q5,Diesel,Black Edition 3.0L Diesel SUV 4WD,SUV,3
2019,Audi,Q5,Diesel,design 2.0L Diesel SUV 4WD,SUV,26
2019,Audi,Q5,Diesel,sport 2.0L Diesel SUV 4WD,SUV,25
2019,Audi,Q5,Diesel,sport 3.0L Diesel SUV 4WD,SUV,7
2019,Audi,Q5,Petrol,Black Edition 2.0L SUV 4WD,SUV,1
2019,Audi,Q5,Petrol,design 2.0L SUV 4WD,SUV,6
2019,Audi,Q5,Petrol,sport 2.0L SUV 4WD,SUV,27
2019,Audi,Q7,Diesel,3.0L Diesel SUV 4WD,SUV,4
2019,Audi,Q8,Petrol,3.0L SUV 4WD,SUV,5
2019,Audi,RS4,Petrol,2.9L Wagon 4WD,OTHER,9
2019,Audi,RS5,Petrol,2.9L Hatchback 4WD,OTHER,1
2019,Audi,S3,Petrol,2.0L Hatchback 4WD,OTHER,10
2019,Audi,S3,Petrol,2.0L Sedan 4WD,OTHER,9
2019,Audi,S4,Petrol,3.0L Sedan 4WD,OTHER,10
2019,Audi,S4,Petrol,3.0L Wagon 4WD,OTHER,1
2019,Audi,S5,Petrol,3.0L Coupe 4WD,OTHER,2
2019,Audi,S5,Petrol,3.0L Hatchback 4WD,OTHER,14
2019,Audi,SQ5,Petrol,3.0L SUV 4WD,SUV,19
2019,Audi,SQ7,Diesel,4.0L Diesel SUV 4WD,SUV,2
2019,Audi,SQ7,Diesel,Black Edition 4.0L Diesel SUV 4WD,SUV,1
2019,Audi,SQ7,Diesel,Special Edition 4.0L Diesel SUV 4WD,SUV,1
2019,BMW,1 Series,Petrol,3.0L Hatchback RWD,OTHER,2
2019,BMW,1 Series,Petrol,Finale Edition 3.0L Hatchback RWD,OTHER,8
2019,BMW,1 Series,Petrol,M Sport 1.5L Hatchback FWD,OTHER,4
2019,BMW,1 Series,Petrol,M Sport 1.5L Hatchback RWD,OTHER,5
2019,BMW,1 Series,Petrol,M Sport 2.0L Hatchback RWD,OTHER,4
2019,BMW,1 Series,Petrol,M Sport Shadow Edition 1.5L Hatchback RWD,OTHER,1
2019,BMW,1 Series,Petrol,xDrive 2.0L Hatchback 4WD,OTHER,6
2019,BMW,2 Series,Petrol,3.0L Convertible RWD,OTHER,1
2019,BMW,2 Series,Petrol,3.0L Coupe RWD,OTHER,1
2019,BMW,2 Series,Petrol,M Sport 1.5L Sedan FWD,OTHER,1
2019,BMW,2 Series,Petrol,M Sport 2.0L Coupe RWD,OTHER,1
2019,BMW,3 Series,Diesel,Luxury Line 2.0L Diesel Sedan RWD,OTHER,3
2019,BMW,3 Series,Diesel,M Sport 2.0L Diesel Sedan RWD,OTHER,14
2019,BMW,3 Series,Petrol,Luxury Line 2.0L Sedan RWD,OTHER,5
2019,BMW,3 Series,Petrol,M Sport 2.0L Hatchback RWD,OTHER,1
2019,BMW,3 Series,Petrol,M Sport 2.0L Sedan RWD,OTHER,68
2019,BMW,3 Series,Petrol,M Sport 2.0L Wagon RWD,OTHER,3
2019,BMW,3 Series,Petrol,xDrive 3.0L Sedan 4WD,OTHER,3
2019,BMW,4 Series,Petrol,M Sport 2.0L Convertible RWD,OTHER,1
2019,BMW,4 Series,Petrol,M Sport 2.0L Coupe RWD,OTHER,4
2019,BMW,4 Series,Petrol,M Sport 2.0L Hatchback RWD,OTHER,5
2019,BMW,5 Series,Diesel,M Sport 2.0L Diesel Sedan RWD,OTHER,1
2019,BMW,5 Series,Petrol,Luxury Line 2.0L Sedan RWD,OTHER,3
2019,BMW,5 Series,Petrol,M Sport 2.0L Sedan RWD,OTHER,4
2019,BMW,6 Series,Diesel,Luxury Line 2.0L Diesel Hatchback RWD,OTHER,7
2019,BMW,8 Series,Petrol,4.4L Sedan 4WD,OTHER,2
2019,BMW,M2,Petrol,3.0L Coupe RWD,OTHER,8
2019,BMW,M2,Petrol,3.0L Coupe RWD Manual,OTHER,10
2019,BMW,M2,Petrol,Pure 3.0L Coupe RWD,OTHER,1
2019,BMW,M4,Petrol,3.0L Convertible RWD,OTHER,1
2019,BMW,M4,Petrol,3.0L Coupe RWD,OTHER,2
2019,BMW,M5,Petrol,4.4L Sedan 4WD,OTHER,1
2019,BMW,X1,Diesel,2.0L Diesel SUV FWD,SUV,4
2019,BMW,X1,Petrol,1.5L SUV FWD,SUV,15
2019,BMW,X1,Petrol,2.0L SUV 4WD,SUV,11
2019,BMW,X1,Petrol,2.0L SUV FWD,SUV,3
2019,BMW,X2,Petrol,1.5L SUV FWD,SUV,1
2019,BMW,X2,Petrol,2.0L SUV 4WD,SUV,19
2019,BMW,X2,Petrol,M Sport 2.0L SUV FWD,SUV,1
2019,BMW,X2,Petrol,M Sport X 2.0L SUV FWD,SUV,10
2019,BMW,X3,Diesel,3.0L Diesel SUV 4XC,SUV,8
2019,BMW,X3,Petrol,2.0L SUV 4XC,SUV,29
2019,BMW,X3,Petrol,2.0L SUV RWD,SUV,16
2019,BMW,X3,Petrol,3.0L SUV 4XC,SUV,13
2019,BMW,X4,Diesel,M Sport 2.0L Diesel SUV 4XC,SUV,1
2019,BMW,X4,Petrol,3.0L SUV 4XC,SUV,10
2019,BMW,X4,Petrol,M Sport 2.0L SUV 4XC,SUV,37
2019,BMW,X4,Petrol,M Sport X 2.0L SUV 4XC,SUV,3
2019,BMW,X4 M,Petrol,3.0L SUV 4WD,SUV,10
2019,BMW,X5,Diesel,2.0L Diesel SUV 4XC,SUV,3
2019,BMW,X5,Diesel,3.0L Diesel SUV 4XC,SUV,18
2019,BMW,X5,Diesel,M Sport 3.0L Diesel SUV 4XC,SUV,24
2019,BMW,X5,Petrol,3.0L SUV 4XC,SUV,10
2019,BMW,X5,Petrol,4.4L SUV 4XC,SUV,3
2019,BMW,X5,Petrol,M Sport 3.0L SUV 4XC,SUV,10
2019,BMW,X6,Diesel,M Sport 3.0L Diesel SUV 4XC,SUV,4
2019,BMW,X6,Petrol,M Sport 3.0L SUV 4XC,SUV,1
2019,BMW,X7,Diesel,3.0L Diesel SUV 4XC,SUV,6
2019,BMW,X7,Petrol,4.4L SUV 4XC,SUV,3
2019,Chevrolet,Camaro,Petrol,6.2L Coupe RWD,OTHER,10
2019,Chevrolet,Camaro,Petrol,6.2L Coupe RWD Manual,OTHER,12
2019,Chevrolet,Silverado,Diesel,LTZ Midnight Edition 6.6L Diesel Dual Cab Ute 4X4,UTE,2
2019,Chevrolet,Silverado,Diesel,WT 6.6L Diesel Dual Cab Ute 4X4,UTE,1
2019,Chrysler,300,Petrol,6.4L Sedan RWD,OTHER,12
2019,Fiat,500C,Petrol,1.2L Convertible FWD,OTHER,3
2019,Fiat,Ducato,Diesel,2.3L Diesel Commercial Van LWB FWD,OTHER,1
2019,Ford,EcoSport,Petrol,1.0L SUV FWD,SUV,7
2019,Ford,Endura,Diesel,2.0L Diesel SUV 4WD,SUV,36
2019,Ford,Endura,Diesel,2.0L Diesel SUV FWD,SUV,22
2019,Ford,Escape,Diesel,2.0L Diesel SUV 4WD,SUV,6
2019,Ford,Escape,Petrol,1.5L SUV FWD,SUV,21
2019,Ford,Escape,Petrol,2.0L SUV 4WD,SUV,12
2019,Ford,Everest,Diesel,2.0L Diesel SUV 4XD,SUV,68
2019,Ford,Everest,Diesel,2.0L Diesel SUV RWD,SUV,19
2019,Ford,Everest,Diesel,3.2L Diesel SUV 4XD,SUV,32
2019,Ford,Everest,Diesel,3.2L Diesel SUV RWD,SUV,3
2019,Ford,Focus,Petrol,1.5L Hatchback FWD,OTHER,30
2019,Ford,Focus,Petrol,1.5L Wagon FWD,OTHER,5
2019,Ford,Mondeo,Diesel,2.0L Diesel Wagon FWD,OTHER,4
2019,Ford,Mustang,Petrol,2.3L Convertible RWD,OTHER,1
2019,Ford,Mustang,Petrol,5.0L Convertible RWD,OTHER,4
2019,Ford,Mustang,Petrol,5.0L RWD,OTHER,31
2019,Ford,Mustang,Petrol,5.0L RWD Manual,OTHER,11
2019,Ford,Ranger,Diesel,2.0L Diesel Dual Cab Ute 4XD,UTE,322
2019,Ford,Ranger,Diesel,2.0L Diesel Extended Cab Ute 4XD,UTE,7
2019,Ford,Ranger,Diesel,2.2L Diesel Dual Cab Ute 4XD,UTE,6
2019,Ford,Ranger,Diesel,2.2L Diesel Single Cab Cab Chassis RWD Manual,OTHER,4
2019,Ford,Ranger,Diesel,3.2L Diesel Dual Cab Cab Chassis 4XD,OTHER,13
2019,Ford,Ranger,Diesel,3.2L Diesel Dual Cab Cab Chassis 4XD Manual,OTHER,2
2019,Ford,Ranger,Diesel,3.2L Diesel Dual Cab Ute 4XD,UTE,328
2019,Ford,Ranger,Diesel,3.2L Diesel Dual Cab Ute 4XD Manual,UTE,20
2019,Ford,Ranger,Diesel,3.2L Diesel Extended Cab Cab Chassis 4XD,OTHER,7
2019,Ford,Ranger,Diesel,3.2L Diesel Extended Cab Cab Chassis 4XD Manual,OTHER,1
2019,Ford,Ranger,Diesel,3.2L Diesel Single Cab Cab Chassis 4XD,OTHER,17
2019,Ford,Ranger,Diesel,Hi-Rider 2.2L Diesel Dual Cab Cab Chassis RWD,OTHER,5
2019,Ford,Ranger,Diesel,Hi-Rider 2.2L Diesel Dual Cab Ute RWD,UTE,36
2019,Ford,Ranger,Diesel,Hi-Rider 2.2L Diesel Extended Cab Cab Chassis RWD,OTHER,11
2019,Ford,Ranger,Diesel,Hi-Rider 2.2L Diesel Single Cab Cab Chassis RWD,OTHER,11
2019,Ford,Ranger,Diesel,Hi-Rider 3.2L Diesel Dual Cab Ute RWD,UTE,3
2019,Ford,Transit Custom,Diesel,2.0L Diesel Commercial Van LWB FWD,OTHER,1
2019,Ford,Transit Custom,Diesel,2.0L Diesel Commercial Van SWB FWD,OTHER,7
2019,Great,Wall Steed,Diesel,2.0L Diesel Cab Chassis 4WD Manual,OTHER,2
2019,Great,Wall Steed,Diesel,2.0L Diesel Cab Chassis RWD Manual,OTHER,2
2019,Great,Wall Steed,Diesel,2.0L Diesel Dual Cab Ute 4X4 Manual,UTE,1
2019,Great,Wall Steed,Diesel,2.0L Diesel Dual Cab Ute RWD Manual,UTE,4
2019,Great,Wall Steed,Petrol,2.4L Dual Cab Ute RWD Manual,UTE,5
2019,Haval,H2,Petrol,1.5L SUV FWD,SUV,3
2019,Haval,H9,Petrol,2.0L SUV 4WD,SUV,16
2019,Holden,Acadia,Petrol,3.6L SUV 4WD,SUV,46
2019,Holden,Acadia,Petrol,3.6L SUV FWD,SUV,28
2019,Holden,Astra,Petrol,1.4L Hatchback FWD,OTHER,12
2019,Holden,Astra,Petrol,1.6L Hatchback FWD,OTHER,4
2019,Holden,Calais,Petrol,2.0L Sedan FWD,OTHER,2
2019,Holden,Calais,Petrol,3.6L Sedan 4WD,OTHER,3
2019,Holden,Calais,Petrol,3.6L Wagon 4WD,OTHER,10
2019,Holden,Colorado,Diesel,2.8L Diesel Dual Cab Cab Chassis 4XD,OTHER,9
2019,Holden,Colorado,Diesel,2.8L Diesel Dual Cab Cab Chassis RWD,OTHER,13
2019,Holden,Colorado,Diesel,2.8L Diesel Dual Cab Ute 4XD,UTE,184
2019,Holden,Colorado,Diesel,2.8L Diesel Dual Cab Ute 4XD Manual,UTE,1
2019,Holden,Colorado,Diesel,2.8L Diesel Dual Cab Ute RWD,UTE,29
2019,Holden,Colorado,Diesel,2.8L Diesel Extended Cab Cab Chassis 4XD,OTHER,7
2019,Holden,Colorado,Diesel,2.8L Diesel Extended Cab Ute 4XD,UTE,6
2019,Holden,Colorado,Diesel,2.8L Diesel Single Cab Cab Chassis 4XD,OTHER,3
2019,Holden,Colorado,Diesel,2.8L Diesel Single Cab Cab Chassis RWD,OTHER,14
2019,Holden,Commodore,Petrol,2.0L Sedan FWD,OTHER,11
2019,Holden,Commodore,Petrol,2.0L Wagon FWD,OTHER,11
2019,Holden,Commodore,Petrol,3.6L Sedan 4WD,OTHER,19
2019,Holden,Commodore,Petrol,3.6L Wagon 4WD,OTHER,2
2019,Holden,Equinox,Petrol,1.5L SUV FWD,SUV,8
2019,Holden,Equinox,Petrol,1.5L SUV FWD Manual,SUV,2
2019,Holden,Equinox,Petrol,2.0L SUV 4WD,SUV,3
2019,Holden,Equinox,Petrol,2.0L SUV FWD,SUV,7
2019,Holden,Special Vehicles Colorado,Diesel,2.8L Diesel Dual Cab Ute 4XD,UTE,2
2019,Holden,Special Vehicles Colorado,Diesel,SV 2.8L Diesel Dual Cab Ute 4XD,UTE,1
2019,Holden,Special Vehicles Colorado,Diesel,V 2.8L Diesel Dual Cab Ute 4XD,UTE,1
2019,Holden,Trailblazer,Diesel,2.8L Diesel SUV 4XD,SUV,80
2019,Holden,Trax,Petrol,1.4L SUV FWD,SUV,40
2019,Honda,Accord,Petrol,2.4L Sedan FWD,OTHER,1
2019,Honda,CR-V,Petrol,1.5L SUV 4WD,SUV,48
2019,Honda,CR-V,Petrol,1.5L SUV FWD,SUV,53
2019,Honda,CR-V,Petrol,2.0L SUV FWD,SUV,3
2019,Honda,Civic,Petrol,1.5L Hatchback FWD,OTHER,11
2019,Honda,Civic,Petrol,1.5L Sedan FWD,OTHER,11
2019,Honda,Civic,Petrol,1.8L Hatchback FWD,OTHER,25
2019,Honda,Civic,Petrol,1.8L Sedan FWD,OTHER,2
2019,Honda,Civic,Petrol,2.0L Hatchback FWD Manual,OTHER,4
2019,Honda,HR-V,Petrol,1.8L SUV FWD,SUV,69
2019,Honda,Jazz,Petrol,1.5L Hatchback FWD,OTHER,32
2019,Honda,Jazz,Petrol,1.5L Hatchback FWD Manual,OTHER,8
2019,Honda,Odyssey,Petrol,2.4L People Mover FWD,OTHER,22
2019,Hyundai,Accent,Petrol,1.6L Hatchback FWD,OTHER,24
2019,Hyundai,Accent,Petrol,1.6L Hatchback FWD Manual,OTHER,2
2019,Hyundai,Accent,Petrol,1.6L Sedan FWD,OTHER,18
2019,Hyundai,Elantra,Petrol,1.6L Sedan FWD,OTHER,2
2019,Hyundai,Elantra,Petrol,2.0L Sedan FWD,OTHER,17
2019,Hyundai,Elantra,Petrol,Premium 1.6L Sedan FWD,OTHER,2
2019,Hyundai,IONIQ,Electric,Elite FWD,OTHER,9
2019,Hyundai,IONIQ,Electric,Premium FWD,OTHER,10
2019,Hyundai,IONIQ,Hybrid,Elite 1.6L FWD Hybrid,OTHER,5
2019,Hyundai,Kona,Electric,Elite SUV FWD,SUV,5
2019,Hyundai,Kona,Electric,Highlander SUV FWD,SUV,19
2019,Hyundai,Kona,Petrol,1.6L SUV 4WD,SUV,34
2019,Hyundai,Kona,Petrol,2.0L SUV FWD,SUV,80
2019,Hyundai,Santa Fe,Diesel,2.2L Diesel SUV 4WD,SUV,72
2019,Hyundai,Santa Fe,Petrol,2.4L SUV 4WD,SUV,6
2019,Hyundai,Santa Fe,Petrol,3.5L SUV FWD,SUV,8
2019,Hyundai,Sonata,Petrol,2.0L Sedan FWD,OTHER,4
2019,Hyundai,Sonata,Petrol,2.4L Sedan FWD,OTHER,6
2019,Hyundai,Tucson,Diesel,2.0L Diesel SUV 4WD,SUV,36
2019,Hyundai,Tucson,Petrol,1.6L SUV 4WD,SUV,14
2019,Hyundai,Tucson,Petrol,2.0L SUV FWD,SUV,132
2019,Hyundai,Tucson,Petrol,2.0L SUV FWD Manual,SUV,1
2019,Hyundai,Veloster,Petrol,2.0L Hatchback FWD,OTHER,2
2019,Hyundai,Veloster,Petrol,Premium 1.6L Hatchback FWD,OTHER,6
2019,Hyundai,Venue,Petrol,1.6L SUV FWD,SUV,13
2019,Hyundai,i30,Diesel,1.6L Diesel Hatchback FWD,OTHER,1
2019,Hyundai,i30,Petrol,1.6L Hatchback FWD,OTHER,25
2019,Hyundai,i30,Petrol,1.6L Hatchback FWD Manual,OTHER,5
2019,Hyundai,i30,Petrol,2.0L Hatchback FWD,OTHER,106
2019,Hyundai,i30,Petrol,Performance 2.0L Coupe FWD Manual,OTHER,5
2019,Hyundai,i30,Petrol,Performance 2.0L Hatchback FWD Manual,OTHER,15
2019,Hyundai,i30,Petrol,Premium 1.6L Hatchback FWD,OTHER,11
2019,Hyundai,iLoad,Diesel,2.5L Diesel Commercial Van RWD,OTHER,23
2019,Hyundai,iLoad,Diesel,2.5L Diesel Dual Cab Commercial Van RWD,OTHER,25
2019,Hyundai,iMax,Diesel,2.5L Diesel People Mover RWD,OTHER,3
2019,INFINITI,Q50,Petrol,3.0L Sedan RWD,OTHER,1
2019,Isuzu,D-MAX,Diesel,3.0L Diesel Dual Cab Cab Chassis 4XD,OTHER,28
2019,Isuzu,D-MAX,Diesel,3.0L Diesel Dual Cab Cab Chassis 4XD Manual,OTHER,1
2019,Isuzu,D-MAX,Diesel,3.0L Diesel Dual Cab Ute 4XD,UTE,53
2019,Isuzu,D-MAX,Diesel,3.0L Diesel Dual Cab Ute 4XD Manual,UTE,14
2019,Isuzu,D-MAX,Diesel,3.0L Diesel Extended Cab Cab Chassis 4XD,OTHER,1
2019,Isuzu,D-MAX,Diesel,3.0L Diesel Extended Cab Ute 4XD,UTE,6
2019,Isuzu,D-MAX,Diesel,3.0L Diesel Single Cab Cab Chassis 4XD,OTHER,3
2019,Isuzu,D-MAX,Diesel,3.0L Diesel Single Cab Cab Chassis 4XD Manual,OTHER,4
2019,Isuzu,D-MAX,Diesel,3.0L Diesel Single Cab Cab Chassis RWD Manual,OTHER,3
2019,Isuzu,D-MAX,Diesel,High Ride 3.0L Diesel Dual Cab Cab Chassis RWD,OTHER,17
2019,Isuzu,D-MAX,Diesel,High Ride 3.0L Diesel Dual Cab Ute RWD,UTE,24
2019,Isuzu,D-MAX,Diesel,High Ride 3.0L Diesel Extended Cab Ute RWD,UTE,3
2019,Isuzu,D-MAX,Diesel,High Ride 3.0L Diesel Single Cab Cab Chassis RWD,OTHER,4
2019,Isuzu,MU-X,Diesel,3.0L Diesel SUV 4XD,SUV,100
2019,Isuzu,MU-X,Diesel,3.0L Diesel SUV RWD,SUV,40
2019,Jaguar,E-PACE,Diesel,2.0L Diesel SUV 4WD,SUV,4
2019,Jaguar,E-PACE,Diesel,R-Dynamic SE 2.0L Diesel SUV 4WD,SUV,5
2019,Jaguar,E-PACE,Petrol,Chequered Flag 2.0L SUV 4WD,SUV,1
2019,Jaguar,E-PACE,Petrol,R-Dynamic S 2.0L SUV 4WD,SUV,1
2019,Jaguar,E-PACE,Petrol,R-Dynamic SE 2.0L SUV 4WD,SUV,1
2019,Jaguar,E-PACE,Petrol,S 2.0L SUV 4WD,SUV,4
2019,Jaguar,E-PACE,Petrol,SE 2.0L SUV 4WD,SUV,7
2019,Jaguar,F-PACE,Diesel,R-Sport 2.0L Diesel SUV 4WD,SUV,1
2019,Jaguar,F-PACE,Petrol,R-Sport 2.0L SUV 4WD,SUV,2
2019,Jaguar,F-PACE,Petrol,S 3.0L SUV 4WD,SUV,1
2019,Jaguar,I-PACE,Electric,SE SUV 4WD,SUV,1
2019,Jaguar,XE,Petrol,R-Dynamic HSE 2.0L Sedan RWD,OTHER,2
2019,Jaguar,XE,Petrol,R-Dynamic SE 2.0L Sedan RWD,OTHER,1
2019,Jaguar,XF,Diesel,R-Sport 2.0L Diesel Sedan RWD,OTHER,2
2019,Jaguar,XF,Petrol,Chequered Flag 2.0L Sedan RWD,OTHER,1
2019,Jeep,Cherokee,Petrol,3.2L SUV 4WD,SUV,18
2019,Jeep,Cherokee,Petrol,3.2L SUV 4XD,SUV,1
2019,Jeep,Compass,Diesel,2.0L Diesel SUV 4WD,SUV,3
2019,Jeep,Compass,Diesel,2.0L Diesel SUV 4XD,SUV,1
2019,Jeep,Compass,Petrol,2.4L SUV FWD,SUV,7
2019,Jeep,Grand Cherokee,Diesel,3.0L Diesel SUV 4XD,SUV,47
2019,Jeep,Grand Cherokee,Petrol,3.6L SUV 4XD,SUV,7
2019,Jeep,Grand Cherokee,Petrol,5.7L SUV 4XD,SUV,4
2019,Jeep,Grand Cherokee,Petrol,6.4L SUV 4WD,SUV,14
2019,Jeep,Wrangler,Diesel,Rubicon 2.2L Diesel SUV 4XD,SUV,2
2019,Jeep,Wrangler,Petrol,3.6L SUV 4XD,SUV,9
2019,Jeep,Wrangler,Petrol,Overland 3.6L SUV 4XD,SUV,6
2019,Jeep,Wrangler,Petrol,Rubicon 3.6L SUV 4XD,SUV,4
2019,Jeep,Wrangler,Petrol,Sport S 3.6L SUV 4XD,SUV,4
2019,Kia,Carnival,Diesel,2.2L Diesel People Mover FWD,OTHER,35
2019,Kia,Carnival,Petrol,3.3L People Mover FWD,OTHER,41
2019,Kia,Cerato,Petrol,1.6L Hatchback FWD,OTHER,37
2019,Kia,Cerato,Petrol,1.6L Sedan FWD,OTHER,23
2019,Kia,Cerato,Petrol,2.0L Hatchback FWD,OTHER,76
2019,Kia,Cerato,Petrol,2.0L Hatchback FWD Manual,OTHER,1
2019,Kia,Cerato,Petrol,2.0L Sedan FWD,OTHER,95
2019,Kia,Cerato,Petrol,2.0L Sedan FWD Manual,OTHER,2
2019,Kia,Optima,Petrol,2.0L Sedan FWD,OTHER,5
2019,Kia,Optima,Petrol,2.4L Sedan FWD,OTHER,6
2019,Kia,Picanto,Petrol,1.0L Hatchback FWD Manual,OTHER,4
2019,Kia,Picanto,Petrol,1.3L Hatchback FWD,OTHER,41
2019,Kia,Picanto,Petrol,1.3L Hatchback FWD Manual,OTHER,2
2019,Kia,Rio,Petrol,1.0L Hatchback FWD,OTHER,14
2019,Kia,Rio,Petrol,1.4L Hatchback FWD,OTHER,32
2019,Kia,Rio,Petrol,1.4L Hatchback FWD Manual,OTHER,1
2019,Kia,Seltos,Petrol,1.6L SUV 4WD,SUV,16
2019,Kia,Seltos,Petrol,2.0L SUV FWD,SUV,4
2019,Kia,Sorento,Diesel,2.2L Diesel SUV 4WD,SUV,58
2019,Kia,Sorento,Petrol,3.5L SUV FWD,SUV,39
2019,Kia,Sportage,Diesel,2.0L Diesel SUV 4WD,SUV,32
2019,Kia,Sportage,Diesel,Premium 2.0L Diesel SUV 4WD,SUV,6
2019,Kia,Sportage,Petrol,2.0L SUV FWD,SUV,93
2019,Kia,Sportage,Petrol,2.4L SUV 4WD,SUV,5
2019,Kia,Sportage,Petrol,Premium 2.0L SUV FWD,SUV,34
2019,Kia,Stinger,Petrol,2.0L Sedan RWD,OTHER,2
2019,Kia,Stinger,Petrol,3.3L Sedan RWD,OTHER,33
2019,Kia,Stinger,Petrol,Carbon Edition 3.3L Sedan RWD,OTHER,1
2019,Kia,Stinger,Petrol,Night Sky Edition 3.3L Sedan RWD,OTHER,1
2019,LDV,G10,Diesel,1.9L Diesel People Mover RWD,OTHER,4
2019,LDV,G10,Petrol,2.0L People Mover RWD,OTHER,5
2019,LDV,T60,Diesel,2.8L Diesel Dual Cab Ute 4XD,UTE,23
2019,LDV,T60,Diesel,2.8L Diesel Dual Cab Ute 4XD Manual,UTE,7
2019,LDV,T60,Diesel,2.8L Diesel Single Cab Cab Chassis 4XD Manual,OTHER,1
2019,Lamborghini,Urus,Petrol,4.0L SUV 4XD,SUV,1
2019,Land,Rover Discovery,Diesel,HSE 2.0L Diesel SUV 4XD,SUV,3
2019,Land,Rover Discovery,Diesel,HSE 3.0L Diesel SUV 4XD,SUV,8
2019,Land,Rover Discovery,Diesel,HSE Luxury 3.0L Diesel SUV 4XD,SUV,1
2019,Land,Rover Discovery,Diesel,Landmark Edition 3.0L Diesel SUV 4XD,SUV,1
2019,Land,Rover Discovery,Diesel,S 3.0L Diesel SUV 4XD,SUV,2
2019,Land,Rover Discovery,Diesel,SE 2.0L Diesel SUV 4XD,SUV,6
2019,Land,Rover Discovery,Diesel,SE 3.0L Diesel SUV 4XD,SUV,7
2019,Land,Rover Discovery Sport,Diesel,HSE 2.0L Diesel SUV 4WD,SUV,3
2019,Land,Rover Discovery Sport,Diesel,HSE 2.0L Diesel SUV 4XC,SUV,5
2019,Land,Rover Discovery Sport,Diesel,HSE Luxury 2.0L Diesel SUV 4XC,SUV,1
2019,Land,Rover Discovery Sport,Diesel,R-Dynamic HSE 2.0L Diesel SUV 4WD,SUV,3
2019,Land,Rover Discovery Sport,Diesel,S 2.0L Diesel SUV 4XC,SUV,5
2019,Land,Rover Discovery Sport,Diesel,SE 2.0L Diesel SUV 4WD,SUV,7
2019,Land,Rover Discovery Sport,Diesel,SE 2.0L Diesel SUV 4XC,SUV,4
2019,Land,Rover Discovery Sport,Petrol,R-Dynamic S 2.0L SUV 4XC,SUV,5
2019,Land,Rover Discovery Sport,Petrol,SE 2.0L SUV 4XC,SUV,6
2019,Land,Rover Range Rover,Diesel,Autobiography 4.4L Diesel SUV 4XD,SUV,1
2019,Land,Rover Range Rover,Diesel,Vogue 4.4L Diesel SUV 4XD,SUV,1
2019,Land,Rover Range Rover Evoque,Diesel,R-Dynamic S 2.0L Diesel SUV 4XC,SUV,4
2019,Land,Rover Range Rover Evoque,Diesel,R-Dynamic SE 2.0L Diesel SUV 4XC,SUV,1
2019,Land,Rover Range Rover Evoque,Diesel,S 2.0L Diesel SUV 4XC,SUV,12
