Year,Make,Model,Price,Mileage,Location,Additional,Fuel Type,Car Type,Scraping Time,Source,Car Build,MSRP,Retention Rate,Age,Fuel Type Adjusted
2019,Toyota,RAV4,28490,136441,NSW,*Excl. Govt. Charges,Petrol,2.0L SUV FWD,1714183611,Drive,SUV,35990,0.79160878,5,Conventional
2021,Hyundai,Kona,45888,22414,QLD,Drive Away,Electric,Highlander SUV FWD,1715394288,Drive,SUV,58000,0.791172414,3,Electric
2022,Kia,Niro Plus,32970,38314,QLD,Drive Away,Hybrid,S 1.6L SUV FWD Hybrid,1716605801,Drive,SUV,41710,0.790457924,2,Hybrid
2021,Tesla,Model 3,57990,13727,WA,*Excl. Govt. Charges,Electric,Sedan 4WD,1712976778,Drive,OTHER,73400,0.790054496,3,Electric
2021,MG,HS,20075,69024,TAS,Drive Away,Petrol,1.5L SUV FWD,1716008335,Drive,SUV,25420,0.789732494,3,Conventional
2022,MG,HS Plus EV,34488,10363,WA,*Excl. Govt. Charges,Hybrid,1.5L SUV FWD Hybrid,1712377387,Drive,SUV,43690,0.789379721,2,Hybrid
2020,Lexus,NX,52888,94000,VIC,Drive Away,Hybrid,F Sport 2.5L SUV FWD Hybrid,1711776151,Drive,SUV,67000,0.789373134,4,Hybrid
2021,Toyota,Kluger,49990,58292,NSW,*Excl. Govt. Charges,Hybrid,2.5L SUV 4WD Hybrid,1720826903,Drive,SUV,63350,0.789108129,3,Hybrid
2022,Tesla,Model 3,59990,19186,SA,*Excl. Govt. Charges,Electric,Sedan 4WD,1713580164,Drive,OTHER,76200,0.787270341,2,Electric
2022,Audi,e-tron,130233,3578,NSW,Drive Away,Electric,SUV 4WD,1717247389,Drive,SUV,165575,0.786549902,2,Electric
2022,MG,ZS EV,32998,14358,QLD,Drive Away,Electric,SUV FWD,1712377439,Drive,SUV,41990,0.785853775,2,Electric
2022,MG,ZS EV,32990,10374,NSW,*Excl. Govt. Charges,Electric,SUV FWD,1719639167,Drive,SUV,41990,0.785663253,2,Electric
2021,MG,HS,19950,30105,NSW,*Excl. Govt. Charges,Petrol,1.5L SUV FWD,1720826139,Drive,SUV,25420,0.784815106,3,Conventional
2019,Hyundai,Kona,21190,120946,VIC,*Excl. Govt. Charges,Petrol,1.6L SUV 4WD,1716604947,Drive,SUV,27000,0.784814815,5,Conventional
2022,Tesla,Model 3,59800,13685,NSW,*Excl. Govt. Charges,Electric,Sedan 4WD,1717246775,Drive,OTHER,76200,0.784776903,2,Electric
2023,Mercedes-Benz,EQE,104800,7167,VIC,Drive Away,Electric,Sedan RWD,1715394110,Drive,OTHER,133575,0.784577952,1,Electric
2023,Mercedes-Benz,EQE,104800,8085,VIC,Drive Away,Electric,Sedan RWD,1714787748,Drive,OTHER,133575,0.784577952,1,Electric
2021,Tesla,Model 3,46990,44240,VIC,Drive Away,Electric,Sedan RWD,1718428387,Drive,OTHER,59900,0.784474124,3,Electric
2022,Audi,e-tron,129880,3119,NSW,*Excl. Govt. Charges,Electric,SUV 4WD,1716604798,Drive,SUV,165575,0.784417937,2,Electric
2021,Tesla,Model 3,46980,44761,SA,*Excl. Govt. Charges,Electric,Sedan RWD,1719026169,Drive,OTHER,59900,0.784307179,3,Electric
2020,Toyota,RAV4,31990,64628,VIC,Drive Away,Petrol,2.0L SUV FWD,1712377897,Drive,SUV,40790,0.784260848,4,Conventional
2022,MG,ZS EV,32888,3863,SA,*Excl. Govt. Charges,Electric,SUV FWD,1717247076,Drive,SUV,41990,0.783234103,2,Electric
2019,Hyundai,IONIQ,29486,66412,QLD,Drive Away,Electric,Elite FWD,1714788079,Drive,OTHER,37665,0.782848799,5,Electric
2021,Tesla,Model 3,46888,24700,VIC,*Excl. Govt. Charges,Electric,Sedan RWD,1720826970,Drive,OTHER,59900,0.782771285,3,Electric
2021,MG,HS,19890,61186,VIC,*Excl. Govt. Charges,Petrol,1.5L SUV FWD,1719025481,Drive,SUV,25420,0.78245476,3,Conventional
2021,Hyundai,Kona,45300,22414,QLD,Drive Away,Electric,Highlander SUV FWD,1712977305,Drive,SUV,58000,0.781034483,3,Electric
2023,Lexus,RZ,94990,10714,QLD,Drive Away,Electric,Luxury SUV 4WD,1720826876,Drive,SUV,121675,0.780686254,1,Electric
2023,Audi,Q8 e-tron,129990,2299,VIC,Drive Away,Electric,Launch Edition SUV 4WD,1713581510,Drive,SUV,166600,0.780252101,1,Electric
2021,Toyota,Camry,33376,71000,WA,*Excl. Govt. Charges,Hybrid,2.5L Sedan FWD Hybrid,1714183351,Drive,OTHER,42790,0.779995326,3,Hybrid
2023,Lexus,RZ,94888,10000,VIC,Drive Away,Electric,Luxury SUV 4WD,1719026524,Drive,SUV,121675,0.779847956,1,Electric
2020,Lexus,NX,49888,662679,QLD,Drive Away,Petrol,F Sport 2.0L SUV FWD,1719026111,Drive,SUV,64000,0.7795,4,Conventional
2020,Lexus,NX,49888,66286,QLD,Drive Away,Petrol,F Sport 2.0L SUV FWD,1712377946,Drive,SUV,64000,0.7795,4,Conventional
2020,Mercedes-Benz,EQC,108877,8714,QLD,Drive Away,Electric,SUV 4WD,1712378738,Drive,SUV,139700,0.779362921,4,Electric
2019,Toyota,RAV4,36990,127025,VIC,Drive Away,Petrol,2.5L SUV 4WD,1713580158,Drive,SUV,47490,0.778900821,5,Conventional
2020,Toyota,RAV4,37995,105729,NSW,Drive Away,Petrol,2.5L SUV 4WD,1711776928,Drive,SUV,48790,0.778745645,4,Conventional
2023,Lexus,RZ,104080,2010,ACT,Drive Away,Electric,Sports Luxury SUV 4WD,1717825743,Drive,SUV,133675,0.778604825,1,Electric
2019,Toyota,Camry,31990,62600,NT,*Excl. Govt. Charges,Hybrid,2.5L Sedan FWD Hybrid,1717824424,Drive,OTHER,41090,0.778534923,5,Hybrid
2019,Toyota,Camry,25990,88888,QLD,Drive Away,Petrol,2.5L Sedan FWD,1712377311,Drive,OTHER,33390,0.77837676,5,Conventional
2019,Toyota,Camry,25990,58359,WA,*Excl. Govt. Charges,Petrol,2.5L Sedan FWD,1716605094,Drive,OTHER,33390,0.77837676,5,Conventional
2020,Hyundai,Kona,32990,34227,QLD,Drive Away,Petrol,Premium 1.6L SUV 4WD,1712377865,Drive,SUV,42400,0.778066038,4,Conventional
2023,Lexus,RZ,103995,6467,NSW,Drive Away,Electric,Sports Luxury SUV 4WD,1717247339,Drive,SUV,133675,0.777968955,1,Electric
2023,Lexus,RZ,103995,6376,NSW,Drive Away,Electric,Sports Luxury SUV 4WD,1716606331,Drive,SUV,133675,0.777968955,1,Electric
2019,Toyota,RAV4,34990,107871,QLD,*Excl. Govt. Charges,Hybrid,2.5L SUV 4WD Hybrid,1717246599,Drive,SUV,44990,0.777728384,5,Hybrid
2022,MG,MG3,13990,34135,NSW,*Excl. Govt. Charges,Petrol,1.5L Hatchback FWD,1711776828,Drive,OTHER,17990,0.777654252,2,Conventional
2022,BMW,iX3,89295,10858,NSW,Drive Away,Electric,SUV RWD,1718429284,Drive,SUV,114900,0.777154047,2,Electric
2023,Mercedes-Benz,EQE,103800,3615,VIC,Drive Away,Electric,Sedan RWD,1719026288,Drive,OTHER,133575,0.777091522,1,Electric
2022,MG,HS Plus EV,33900,12136,QLD,Drive Away,Hybrid,1.5L SUV FWD Hybrid,1712976754,Drive,SUV,43690,0.775921263,2,Hybrid
2019,Toyota,Camry,31880,86692,ACT,Drive Away,Hybrid,2.5L Sedan FWD Hybrid,1713581494,Drive,OTHER,41090,0.775857873,5,Hybrid
2021,Hyundai,Kona,44977,20426,WA,*Excl. Govt. Charges,Electric,Highlander SUV FWD,1712977812,Drive,SUV,58000,0.775465517,3,Electric
2021,Hyundai,Kona,44977,19371,WA,*Excl. Govt. Charges,Electric,Highlander SUV FWD,1713581500,Drive,SUV,58000,0.775465517,3,Electric
2021,Hyundai,Kona,44977,20470,WA,*Excl. Govt. Charges,Electric,Highlander SUV FWD,1711777437,Drive,SUV,58000,0.775465517,3,Electric
2022,MG,ZS EV,32500,3863,SA,*Excl. Govt. Charges,Electric,SUV FWD,1719026755,Drive,SUV,41990,0.773993808,2,Electric
2020,Lexus,NX,49490,58975,NSW,Drive Away,Petrol,F Sport 2.0L SUV FWD,1714183099,Drive,SUV,64000,0.77328125,4,Conventional
2021,Toyota,Kluger,48980,86695,QLD,Drive Away,Hybrid,2.5L SUV 4WD Hybrid,1714181991,Drive,SUV,63350,0.773164957,3,Hybrid
2021,Hyundai,Kona,44750,22414,QLD,Drive Away,Electric,Highlander SUV FWD,1717247488,Drive,SUV,58000,0.771551724,3,Electric
2022,Tesla,Model 3,58740,19805,NSW,Drive Away,Electric,Sedan 4WD,1716606245,Drive,OTHER,76200,0.770866142,2,Electric
2021,Hyundai,Kona,41977,19626,WA,*Excl. Govt. Charges,Electric,Elite SUV FWD,1719026516,Drive,SUV,54500,0.770220183,3,Electric
2021,Hyundai,Kona,41977,18183,WA,*Excl. Govt. Charges,Electric,Elite SUV FWD,1719639671,Drive,SUV,54500,0.770220183,3,Electric
2019,Hyundai,IONIQ,28998,66412,QLD,Drive Away,Electric,Elite FWD,1716606223,Drive,OTHER,37665,0.769892473,5,Electric
2021,Tesla,Model 3,56435,54011,WA,Drive Away,Electric,Sedan 4WD,1714787219,Drive,OTHER,73400,0.76886921,3,Electric
2021,Tesla,Model 3,56435,29430,WA,Drive Away,Electric,Sedan 4WD,1719025901,Drive,OTHER,73400,0.76886921,3,Electric
2021,Hyundai,Kona,41880,2970,QLD,*Excl. Govt. Charges,Electric,Elite SUV FWD,1718428137,Drive,SUV,54500,0.768440367,3,Electric
2023,Lexus,RZ,93475,3005,NSW,Drive Away,Electric,Luxury SUV 4WD,1717246550,Drive,SUV,121675,0.768235052,1,Electric
2021,Tesla,Model 3,45990,27035,NSW,*Excl. Govt. Charges,Electric,Sedan RWD,1719639775,Drive,OTHER,59900,0.767779633,3,Electric
2021,Tesla,Model 3,45990,24695,NSW,*Excl. Govt. Charges,Electric,Sedan RWD,1718428325,Drive,OTHER,59900,0.767779633,3,Electric
2023,Audi,Q8 e-tron,127888,1338,VIC,Drive Away,Electric,Launch Edition SUV 4WD,1712378204,Drive,SUV,166600,0.767635054,1,Electric
2021,Tesla,Model 3,45980,44761,SA,*Excl. Govt. Charges,Electric,Sedan RWD,1714787141,Drive,OTHER,59900,0.767612688,3,Electric
2021,Tesla,Model 3,45950,31242,VIC,*Excl. Govt. Charges,Electric,Sedan RWD,1719025783,Drive,OTHER,59900,0.767111853,3,Electric
2022,Kia,Niro Plus,31989,36131,WA,*Excl. Govt. Charges,Hybrid,S 1.6L SUV FWD Hybrid,1714787186,Drive,SUV,41710,0.766938384,2,Hybrid
2019,Nissan,X-TRAIL,22990,53992,NSW,*Excl. Govt. Charges,Petrol,2.5L SUV FWD,1720827193,Drive,SUV,29990,0.766588863,5,Conventional
2019,Nissan,X-TRAIL,22990,99819,QLD,Drive Away,Petrol,2.5L SUV FWD,1713581368,Drive,SUV,29990,0.766588863,5,Conventional
2022,Audi,e-tron,126880,3120,NSW,*Excl. Govt. Charges,Electric,SUV 4WD,1717824941,Drive,SUV,165575,0.76629926,2,Electric
2022,Audi,e-tron,126880,3121,NSW,*Excl. Govt. Charges,Electric,SUV 4WD,1717247430,Drive,SUV,165575,0.76629926,2,Electric
2022,Audi,e-tron,126880,3119,NSW,*Excl. Govt. Charges,Electric,SUV 4WD,1718428875,Drive,SUV,165575,0.76629926,2,Electric
2019,Toyota,Corolla,17998,123625,QLD,Drive Away,Petrol,1.8L Sedan FWD,1716007713,Drive,OTHER,23490,0.766198382,5,Conventional
2023,Lexus,RZ,92990,8600,QLD,Drive Away,Electric,Luxury SUV 4WD,1711777265,Drive,SUV,121675,0.764249024,1,Electric
2022,Tesla,Model 3,49990,45280,VIC,Drive Away,Electric,Sedan RWD,1714787166,Drive,OTHER,65500,0.763206107,2,Electric
2022,Tesla,Model 3,49990,26500,QLD,*Excl. Govt. Charges,Electric,Sedan RWD,1717246854,Drive,OTHER,65500,0.763206107,2,Electric
2023,Kia,EV6,75994,13326,WA,*Excl. Govt. Charges,Electric,SUV 4WD,1714182116,Drive,SUV,99590,0.763068581,1,Electric
2023,Mercedes-Benz,EQE,101800,8085,VIC,Drive Away,Electric,Sedan RWD,1714182083,Drive,OTHER,133575,0.76211866,1,Electric
2019,Hyundai,IONIQ,25888,59893,SA,*Excl. Govt. Charges,Hybrid,Elite 1.6L FWD Hybrid,1719025461,Drive,OTHER,33990,0.761635775,5,Hybrid
2022,Kia,Niro Plus,31750,61042,QLD,Drive Away,Hybrid,S 1.6L SUV FWD Hybrid,1717246683,Drive,SUV,41710,0.761208343,2,Hybrid
2022,Tesla,Model 3,49859,26018,NSW,Drive Away,Electric,Sedan RWD,1716606210,Drive,OTHER,65500,0.761206107,2,Electric
2020,Hyundai,Kona,32250,77959,VIC,Drive Away,Petrol,Premium 1.6L SUV 4WD,1715394162,Drive,SUV,42400,0.760613208,4,Conventional
2020,Toyota,RAV4,30990,103332,QLD,*Excl. Govt. Charges,Petrol,2.0L SUV FWD,1716007011,Drive,SUV,40790,0.759745036,4,Conventional
2022,MG,ZS EV,31880,3038,QLD,*Excl. Govt. Charges,Electric,SUV FWD,1718428060,Drive,SUV,41990,0.759228388,2,Electric
2022,MG,ZS EV,31856,4499,SA,*Excl. Govt. Charges,Electric,SUV FWD,1716605115,Drive,SUV,41990,0.758656823,2,Electric
2019,Toyota,RAV4,35990,127025,VIC,Drive Away,Petrol,2.5L SUV 4WD,1716606506,Drive,SUV,47490,0.757843757,5,Conventional
2019,Lexus,UX,43157,39206,NSW,Drive Away,Petrol,F Sport 2.0L SUV FWD,1716605841,Drive,SUV,56950,0.757805092,5,Conventional
2020,Toyota,RAV4,30890,89868,QLD,Drive Away,Petrol,2.0L SUV FWD,1712976676,Drive,SUV,40790,0.757293454,4,Conventional
2022,BMW,iX3,86999,4571,VIC,Drive Away,Electric,SUV RWD,1712378511,Drive,SUV,114900,0.757171453,2,Electric
2022,BMW,iX3,86990,4571,VIC,Drive Away,Electric,SUV RWD,1712976858,Drive,SUV,114900,0.757093124,2,Electric
2019,Hyundai,IONIQ,28490,66412,QLD,Drive Away,Electric,Elite FWD,1714183487,Drive,OTHER,37665,0.756405151,5,Electric
2021,Hyundai,Kona,41190,18358,NSW,Drive Away,Electric,Elite SUV FWD,1717247375,Drive,SUV,54500,0.755779817,3,Electric
2019,Toyota,Camry,31040,109030,WA,Drive Away,Hybrid,2.5L Sedan FWD Hybrid,1719026690,Drive,OTHER,41090,0.755414943,5,Hybrid
2022,MG,HS Plus EV,32990,20927,WA,*Excl. Govt. Charges,Hybrid,1.5L SUV FWD Hybrid,1720826171,Drive,SUV,43690,0.755092699,2,Hybrid
2021,MG,HS,19190,62710,VIC,*Excl. Govt. Charges,Petrol,1.5L SUV FWD,1712977882,Drive,SUV,25420,0.754917388,3,Conventional
2020,Hyundai,Kona,31990,77959,VIC,Drive Away,Petrol,Premium 1.6L SUV 4WD,1716606169,Drive,SUV,42400,0.754481132,4,Conventional
2019,Toyota,Camry,30996,78065,WA,*Excl. Govt. Charges,Hybrid,2.5L Sedan FWD Hybrid,1717825440,Drive,OTHER,41090,0.754344123,5,Hybrid
2019,Toyota,Camry,30990,13718,QLD,*Excl. Govt. Charges,Hybrid,2.5L Sedan FWD Hybrid,1719025458,Drive,OTHER,41090,0.754198102,5,Hybrid
2019,Toyota,Camry,30990,62436,NSW,*Excl. Govt. Charges,Hybrid,2.5L Sedan FWD Hybrid,1713581400,Drive,OTHER,41090,0.754198102,5,Hybrid
2019,Toyota,Camry,30990,48701,NSW,*Excl. Govt. Charges,Hybrid,2.5L Sedan FWD Hybrid,1718429003,Drive,OTHER,41090,0.754198102,5,Hybrid
2022,MG,HS Plus EV,32950,47480,ACT,Drive Away,Hybrid,1.5L SUV FWD Hybrid,1719639363,Drive,SUV,43690,0.754177157,2,Hybrid
2019,Lexus,UX,45990,80804,QLD,Drive Away,Hybrid,F Sport 2.0L SUV 4WD Hybrid,1717824450,Drive,SUV,61000,0.753934426,5,Hybrid
2019,Lexus,UX,45990,80549,QLD,Drive Away,Hybrid,F Sport 2.0L SUV 4WD Hybrid,1718428825,Drive,SUV,61000,0.753934426,5,Hybrid
2019,Toyota,Camry,33206,61600,WA,Drive Away,Petrol,3.5L Sedan FWD,1712377650,Drive,OTHER,44090,0.753141302,5,Conventional
2023,Kia,EV6,74994,13326,WA,*Excl. Govt. Charges,Electric,SUV 4WD,1718428459,Drive,SUV,99590,0.753027412,1,Electric
2019,Toyota,Camry,30899,87441,NSW,Drive Away,Hybrid,2.5L Sedan FWD Hybrid,1712378206,Drive,OTHER,41090,0.751983451,5,Hybrid
2021,Hyundai,Kona,40977,19626,WA,*Excl. Govt. Charges,Electric,Elite SUV FWD,1717824789,Drive,SUV,54500,0.75187156,3,Electric
2021,Hyundai,Kona,40977,18183,WA,*Excl. Govt. Charges,Electric,Elite SUV FWD,1718428705,Drive,SUV,54500,0.75187156,3,Electric
2021,Hyundai,Kona,40977,19722,WA,*Excl. Govt. Charges,Electric,Elite SUV FWD,1717247488,Drive,SUV,54500,0.75187156,3,Electric
2022,Kia,Niro Plus,31330,64154,QLD,Drive Away,Hybrid,S 1.6L SUV FWD Hybrid,1711777226,Drive,SUV,41710,0.751138816,2,Hybrid
2021,Tesla,Model 3,44990,23104,NSW,*Excl. Govt. Charges,Electric,Sedan RWD,1712377244,Drive,OTHER,59900,0.751085142,3,Electric
2021,Tesla,Model 3,44990,25544,NSW,*Excl. Govt. Charges,Electric,Sedan RWD,1711775997,Drive,OTHER,59900,0.751085142,3,Electric
2021,Tesla,Model 3,44988,82421,WA,*Excl. Govt. Charges,Electric,Sedan RWD,1717246581,Drive,OTHER,59900,0.751051753,3,Electric
2021,Tesla,Model 3,44980,44761,SA,*Excl. Govt. Charges,Electric,Sedan RWD,1717246661,Drive,OTHER,59900,0.750918197,3,Electric
2021,Tesla,Model 3,44963,55788,SA,*Excl. Govt. Charges,Electric,Sedan RWD,1719025995,Drive,OTHER,59900,0.750634391,3,Electric
2019,Tesla,Model S,95990,33524,WA,*Excl. Govt. Charges,Electric,Hatchback 4WD,1717824577,Drive,OTHER,127885,0.750596239,5,Electric
2021,Tesla,Model 3,44950,66471,VIC,*Excl. Govt. Charges,Electric,Sedan RWD,1711776615,Drive,OTHER,59900,0.750417362,3,Electric
2020,MG,ZS EV,31490,3824,QLD,Drive Away,Electric,SUV FWD,1711776907,Drive,SUV,41990,0.749940462,4,Electric
2022,MG,ZS EV,31441,4499,SA,*Excl. Govt. Charges,Electric,SUV FWD,1714183109,Drive,SUV,41990,0.748773518,2,Electric
2019,Nissan,X-TRAIL,22454,90239,ACT,Drive Away,Petrol,2.5L SUV FWD,1713580129,Drive,SUV,29990,0.748716239,5,Conventional
2022,Audi,e-tron,123933,3578,NSW,Drive Away,Electric,SUV 4WD,1717247874,Drive,SUV,165575,0.748500679,2,Electric
2023,Lexus,RZ,99990,4670,QLD,Drive Away,Electric,Sports Luxury SUV 4WD,1715394029,Drive,SUV,133675,0.748008229,1,Electric
2023,Lexus,RZ,99990,5127,QLD,Drive Away,Electric,Sports Luxury SUV 4WD,1720826609,Drive,SUV,133675,0.748008229,1,Electric
2023,Lexus,RZ,99990,5108,QLD,Drive Away,Electric,Sports Luxury SUV 4WD,1716008051,Drive,SUV,133675,0.748008229,1,Electric
2023,Lexus,RZ,99990,4548,QLD,Drive Away,Electric,Sports Luxury SUV 4WD,1715394032,Drive,SUV,133675,0.748008229,1,Electric
2022,Tesla,Model 3,48990,33332,WA,*Excl. Govt. Charges,Electric,Sedan RWD,1713580134,Drive,OTHER,65500,0.747938931,2,Electric
2022,Tesla,Model 3,48990,25206,WA,*Excl. Govt. Charges,Electric,Sedan RWD,1712377362,Drive,OTHER,65500,0.747938931,2,Electric
2023,Mercedes-Benz,EQE,114800,3529,VIC,Drive Away,Electric,Sedan 4WD,1717825225,Drive,OTHER,153575,0.7475175,1,Electric
2019,Toyota,Camry,32950,83710,NSW,Drive Away,Petrol,3.5L Sedan FWD,1718428542,Drive,OTHER,44090,0.747334997,5,Conventional
2023,Mercedes-Benz,EQE,99800,1527,VIC,Drive Away,Electric,Sedan RWD,1711777648,Drive,OTHER,133575,0.747145798,1,Electric
2023,Mercedes-Benz,EQE,99800,4736,VIC,Drive Away,Electric,Sedan RWD,1720826630,Drive,OTHER,133575,0.747145798,1,Electric
2021,MG,HS,18990,59736,VIC,*Excl. Govt. Charges,Petrol,1.5L SUV FWD,1715394044,Drive,SUV,25420,0.747049567,3,Conventional
2019,Tesla,Model S,95488,33524,WA,*Excl. Govt. Charges,Electric,Hatchback 4WD,1720826687,Drive,OTHER,127885,0.746670837,5,Electric
2020,Lexus,NX,49990,51897,QLD,Drive Away,Hybrid,F Sport 2.5L SUV FWD Hybrid,1718428479,Drive,SUV,67000,0.746119403,4,Hybrid
2019,Toyota,Camry,24888,104885,WA,*Excl. Govt. Charges,Petrol,2.5L Sedan FWD,1718429068,Drive,OTHER,33390,0.745372866,5,Conventional
2019,Hyundai,IONIQ,36477,29948,WA,Drive Away,Electric,Premium FWD,1719025763,Drive,OTHER,48990,0.744580527,5,Electric
2022,Kia,Niro Plus,30990,55555,QLD,Drive Away,Hybrid,S 1.6L SUV FWD Hybrid,1714787130,Drive,SUV,41710,0.742987293,2,Hybrid
2021,Tesla,Model 3,44490,27035,NSW,*Excl. Govt. Charges,Electric,Sedan RWD,1712377258,Drive,OTHER,59900,0.742737896,3,Electric
2019,Hyundai,IONIQ,27963,82818,SA,*Excl. Govt. Charges,Electric,Elite FWD,1712377589,Drive,OTHER,37665,0.742413381,5,Electric
2022,Kia,Niro Plus,30960,56343,QLD,Drive Away,Hybrid,S 1.6L SUV FWD Hybrid,1716007858,Drive,SUV,41710,0.742268041,2,Hybrid
2022,Kia,Niro Plus,30960,62000,QLD,Drive Away,Hybrid,S 1.6L SUV FWD Hybrid,1719639671,Drive,SUV,41710,0.742268041,2,Hybrid
2022,Kia,Niro Plus,30960,55414,QLD,Drive Away,Hybrid,S 1.6L SUV FWD Hybrid,1712377627,Drive,SUV,41710,0.742268041,2,Hybrid
2019,Hyundai,IONIQ,25222,59893,SA,*Excl. Govt. Charges,Hybrid,Elite 1.6L FWD Hybrid,1714183568,Drive,OTHER,33990,0.742041777,5,Hybrid
2019,Toyota,Camry,30490,55132,QLD,*Excl. Govt. Charges,Hybrid,2.5L Sedan FWD Hybrid,1715393570,Drive,OTHER,41090,0.742029691,5,Hybrid
2019,Toyota,Camry,30490,60007,NSW,*Excl. Govt. Charges,Hybrid,2.5L Sedan FWD Hybrid,1712976709,Drive,OTHER,41090,0.742029691,5,Hybrid
2019,Toyota,Camry,30470,89745,VIC,Drive Away,Hybrid,2.5L Sedan FWD Hybrid,1714182950,Drive,OTHER,41090,0.741542954,5,Hybrid
2021,Hyundai,Kona,42990,20376,QLD,Drive Away,Electric,Highlander SUV FWD,1720827664,Drive,SUV,58000,0.741206897,3,Electric
2021,Hyundai,Kona,42977,20470,WA,*Excl. Govt. Charges,Electric,Highlander SUV FWD,1714183015,Drive,SUV,58000,0.740982759,3,Electric
2021,Hyundai,Kona,42977,20426,WA,*Excl. Govt. Charges,Electric,Highlander SUV FWD,1714787570,Drive,SUV,58000,0.740982759,3,Electric
2022,Tesla,Model 3,48490,36053,QLD,*Excl. Govt. Charges,Electric,Sedan RWD,1718427872,Drive,OTHER,65500,0.740305344,2,Electric
2023,Mercedes-Benz,EQE,98800,2084,VIC,Drive Away,Electric,Sedan RWD,1714182904,Drive,OTHER,133575,0.739659367,1,Electric
2023,Lexus,RZ,89990,10714,QLD,Drive Away,Electric,Luxury SUV 4WD,1714787221,Drive,SUV,121675,0.739593179,1,Electric
2022,Tesla,Model 3,48439,26018,NSW,Drive Away,Electric,Sedan RWD,1713580448,Drive,OTHER,65500,0.739526718,2,Electric
2022,BMW,iX3,84900,9429,NSW,Drive Away,Electric,SUV RWD,1716606442,Drive,SUV,114900,0.738903394,2,Electric
2022,BMW,iX3,84900,9430,NSW,Drive Away,Electric,SUV RWD,1716008396,Drive,SUV,114900,0.738903394,2,Electric
2023,Lexus,RZ,98745,6494,NSW,Drive Away,Electric,Sports Luxury SUV 4WD,1714183697,Drive,SUV,133675,0.738694595,1,Electric
2023,Lexus,RZ,98745,6500,NSW,Drive Away,Electric,Sports Luxury SUV 4WD,1713581716,Drive,SUV,133675,0.738694595,1,Electric
2019,Lexus,UX,44990,80804,QLD,Drive Away,Hybrid,F Sport 2.0L SUV 4WD Hybrid,1715393703,Drive,SUV,61000,0.737540984,5,Hybrid
2022,Tesla,Model 3,48220,47216,ACT,Drive Away,Electric,Sedan RWD,1719026695,Drive,OTHER,65500,0.736183206,2,Electric
2021,Toyota,Camry,31498,92976,WA,*Excl. Govt. Charges,Hybrid,2.5L Sedan FWD Hybrid,1717824526,Drive,OTHER,42790,0.736106567,3,Hybrid
2021,MG,HS,18690,62710,VIC,*Excl. Govt. Charges,Petrol,1.5L SUV FWD,1712976861,Drive,SUV,25420,0.735247836,3,Conventional
2020,Toyota,RAV4,29961,124153,WA,Drive Away,Petrol,2.0L SUV FWD,1714787595,Drive,SUV,40790,0.734518264,4,Conventional
2022,Kia,Niro Plus,30633,62000,QLD,Drive Away,Hybrid,S 1.6L SUV FWD Hybrid,1720826728,Drive,SUV,41710,0.734428195,2,Hybrid
2021,Tesla,Model 3,43989,44152,WA,*Excl. Govt. Charges,Electric,Sedan RWD,1717824505,Drive,OTHER,59900,0.734373957,3,Electric
2020,Toyota,RAV4,33988,145111,WA,*Excl. Govt. Charges,Hybrid,2.5L SUV 4WD Hybrid,1717247900,Drive,SUV,46290,0.734240657,4,Hybrid
2021,Tesla,Model 3,53888,32329,WA,*Excl. Govt. Charges,Electric,Sedan 4WD,1719638455,Drive,OTHER,73400,0.734168937,3,Electric
2021,Hyundai,Kona,39990,2970,QLD,*Excl. Govt. Charges,Electric,Elite SUV FWD,1711776019,Drive,SUV,54500,0.733761468,3,Electric
2021,Tesla,Model 3,43950,66471,VIC,*Excl. Govt. Charges,Electric,Sedan RWD,1714787388,Drive,OTHER,59900,0.733722871,3,Electric
2021,Hyundai,Kona,39977,19722,WA,*Excl. Govt. Charges,Electric,Elite SUV FWD,1717824901,Drive,SUV,54500,0.733522936,3,Electric
2021,Hyundai,Kona,39977,18183,WA,*Excl. Govt. Charges,Electric,Elite SUV FWD,1712976714,Drive,SUV,54500,0.733522936,3,Electric
2021,Hyundai,Kona,39977,19626,WA,*Excl. Govt. Charges,Electric,Elite SUV FWD,1718428795,Drive,SUV,54500,0.733522936,3,Electric
2019,Nissan,X-TRAIL,21990,85778,QLD,Drive Away,Petrol,2.5L SUV FWD,1719638611,Drive,SUV,29990,0.733244415,5,Conventional
2021,Tesla,Model 3,43888,78849,WA,*Excl. Govt. Charges,Electric,Sedan RWD,1719640053,Drive,OTHER,59900,0.732687813,3,Electric
2022,Tesla,Model 3,47990,25206,WA,*Excl. Govt. Charges,Electric,Sedan RWD,1712976875,Drive,OTHER,65500,0.732671756,2,Electric
2022,Tesla,Model 3,47990,38714,WA,*Excl. Govt. Charges,Electric,Sedan RWD,1719638346,Drive,OTHER,65500,0.732671756,2,Electric
2023,Mercedes-Benz,EQE,97800,1527,VIC,Drive Away,Electric,Sedan RWD,1719639325,Drive,OTHER,133575,0.732172937,1,Electric
2023,Mercedes-Benz,EQE,97800,3625,VIC,Drive Away,Electric,Sedan RWD,1717824953,Drive,OTHER,133575,0.732172937,1,Electric
2023,Mercedes-Benz,EQE,97800,8085,VIC,Drive Away,Electric,Sedan RWD,1716605074,Drive,OTHER,133575,0.732172937,1,Electric
