Year,Make,Model,Price,Mileage,Location,Additional,Fuel Type,Car Type,Scraping Time,Source,Car Build,MSRP,Retention Rate,Age,Fuel Type Adjusted
2020,Nissan,X-TRAIL,299990,33832,QLD,Drive Away,Petrol,2.5L SUV FWD,1714787251,Drive,SUV,26335,11.39130435,4,Conventional
2021,Hyundai,i30,45550,17233,QLD,*Excl. Govt. Charges,Petrol,2.0L Hatchback FWD,1714183589,Drive,OTHER,25395,1.793660169,3,Conventional
2022,Tesla,Model Y,76683,19464,ACT,Drive Away,Electric,SUV RWD,1714183320,Drive,SUV,43415,1.766278936,2,Electric
2022,Kia,Sportage,59066,18665,SA,Drive Away,Diesel,2.0L Diesel SUV 4WD,1714787862,Drive,SUV,33490,1.763690654,2,Conventional
2021,Hyundai,i30,43990,41519,QLD,*Excl. Govt. Charges,Petrol,2.0L Hatchback FWD,1711776736,Drive,OTHER,25395,1.732230754,3,Conventional
2022,MG,ZS,37990,25625,WA,*Excl. Govt. Charges,Petrol,1.5L SUV FWD,1720827704,Drive,SUV,21990,1.727603456,2,Conventional
2022,Isuzu,D-MAX,72090,14631,QLD,Drive Away,Diesel,3.0L Diesel Dual Cab Ute 4XD,1719639072,Drive,UTE,41990,1.716837342,2,Conventional
2023,Volkswagen,Tiguan,67535,1501,QLD,Drive Away,Petrol,Allspace 2.0L SUV 4WD,1719638545,Drive,SUV,39845,1.694942904,1,Conventional
2022,Kia,Sportage,55050,24703,SA,Drive Away,Diesel,2.0L Diesel SUV 4WD,1716008268,Drive,SUV,33490,1.643774261,2,Conventional
2023,Tesla,Model Y,69950,4832,VIC,*Excl. Govt. Charges,Electric,SUV RWD,1713580785,Drive,SUV,42790,1.63472774,1,Electric
2023,Volkswagen,Tiguan,64690,908,VIC,Drive Away,Petrol,Allspace 2.0L SUV 4WD,1717247493,Drive,SUV,39845,1.623541222,1,Conventional
2023,Tesla,Model Y,69214,16428,WA,Drive Away,Electric,SUV RWD,1718427950,Drive,SUV,42790,1.61752746,1,Electric
2023,Tesla,Model Y,69106,16428,WA,Drive Away,Electric,SUV RWD,1713580229,Drive,SUV,42790,1.615003505,1,Electric
2023,Nissan,X-TRAIL,65990,7400,QLD,Drive Away,Hybrid,e-POWER 1.5L SUV 4WD Hybrid,1711776669,Drive,SUV,41090,1.605986858,1,Hybrid
2023,Tesla,Model Y,68530,16428,WA,Drive Away,Electric,SUV RWD,1715393697,Drive,SUV,42790,1.601542416,1,Electric
2023,Tesla,Model Y,68450,8274,VIC,*Excl. Govt. Charges,Electric,SUV RWD,1714787356,Drive,SUV,42790,1.599672821,1,Electric
2022,Isuzu,D-MAX,67085,35799,WA,Drive Away,Diesel,3.0L Diesel Dual Cab Ute 4XD,1715393909,Drive,UTE,41990,1.597642296,2,Conventional
2023,Volkswagen,Tiguan,62990,1988,VIC,Drive Away,Petrol,Allspace 2.0L SUV 4WD,1714788186,Drive,SUV,39845,1.580875894,1,Conventional
2023,Tesla,Model Y,67450,8274,VIC,*Excl. Govt. Charges,Electric,SUV RWD,1716007097,Drive,SUV,42790,1.576302875,1,Electric
2019,Toyota,Hilux,54580,29228,QLD,Drive Away,Diesel,2.8L Diesel Dual Cab Cab Chassis 4XD,1712976871,Drive,OTHER,34695,1.57313734,5,Conventional
2022,Tesla,Model Y,68150,21471,WA,Drive Away,Electric,SUV RWD,1714787253,Drive,SUV,43415,1.569733963,2,Electric
2023,Tesla,Model Y,66950,16484,VIC,*Excl. Govt. Charges,Electric,SUV RWD,1716007064,Drive,SUV,42790,1.564617901,1,Electric
2023,Volkswagen,Tiguan,61990,1540,Que,Drive Away,Petrol,Allspace 2.0L SUV 4WD,1719026193,Drive,SUV,39845,1.555778642,1,Conventional
2022,Kia,Sportage,51990,22100,WA,*Excl. Govt. Charges,Diesel,2.0L Diesel SUV 4WD,1717246524,Drive,SUV,33490,1.552403703,2,Conventional
2022,Kia,Sportage,51751,22950,VIC,*Excl. Govt. Charges,Diesel,2.0L Diesel SUV 4WD,1719638458,Drive,SUV,33490,1.545267244,2,Conventional
2023,Volkswagen,Tiguan,61547,1511,WA,Drive Away,Petrol,Allspace 2.0L SUV 4WD,1711776044,Drive,SUV,39845,1.54466056,1,Conventional
2023,Tesla,Model Y,65950,18578,VIC,*Excl. Govt. Charges,Electric,SUV RWD,1714787021,Drive,SUV,42790,1.541247955,1,Electric
2019,Toyota,Corolla,35935,36105,NSW,Drive Away,Petrol,2.0L Hatchback FWD,1716606400,Drive,OTHER,23335,1.539961431,5,Conventional
2021,Porsche,Taycan,299000,8043,NSW,Drive Away,Electric,Sedan 4WD,1717824593,Drive,OTHER,194700,1.535695942,3,Electric
2023,Volkswagen,Tiguan,61181,1511,WA,Drive Away,Petrol,Allspace 2.0L SUV 4WD,1712976941,Drive,SUV,39845,1.535474965,1,Conventional
2023,Tesla,Model Y,65550,16484,VIC,*Excl. Govt. Charges,Electric,SUV RWD,1715393115,Drive,SUV,42790,1.531899977,1,Electric
2023,Tesla,Model Y,65450,18578,VIC,*Excl. Govt. Charges,Electric,SUV RWD,1711777162,Drive,SUV,42790,1.529562982,1,Electric
2022,Isuzu,D-MAX,63996,27987,WA,*Excl. Govt. Charges,Diesel,3.0L Diesel Dual Cab Ute 4XD,1717247781,Drive,UTE,41990,1.524077161,2,Conventional
2022,Isuzu,D-MAX,63890,40000,WA,Drive Away,Diesel,3.0L Diesel Dual Cab Ute 4XD,1719026801,Drive,UTE,41990,1.521552751,2,Conventional
2022,Isuzu,D-MAX,63890,36514,WA,Drive Away,Diesel,3.0L Diesel Dual Cab Ute 4XD,1711776986,Drive,UTE,41990,1.521552751,2,Conventional
2022,Isuzu,D-MAX,63889,35918,WA,Drive Away,Diesel,3.0L Diesel Dual Cab Ute 4XD,1713580155,Drive,UTE,41990,1.521528935,2,Conventional
2022,Tesla,Model Y,65950,21361,VIC,*Excl. Govt. Charges,Electric,SUV RWD,1716007952,Drive,SUV,43415,1.519060233,2,Electric
2023,Tesla,Model Y,64950,18578,VIC,*Excl. Govt. Charges,Electric,SUV RWD,1715394138,Drive,SUV,42790,1.517878009,1,Electric
2023,Volkswagen,Tiguan,60116,5967,WA,Drive Away,Petrol,Allspace 2.0L SUV 4WD,1713580919,Drive,SUV,39845,1.508746392,1,Conventional
2023,Nissan,X-TRAIL,61990,9238,QLD,Drive Away,Hybrid,e-POWER 1.5L SUV 4WD Hybrid,1711777671,Drive,SUV,41090,1.508639572,1,Hybrid
2022,Tesla,Model Y,65450,21361,VIC,*Excl. Govt. Charges,Electric,SUV RWD,1712378406,Drive,SUV,43415,1.507543476,2,Electric
2023,Volkswagen,Tiguan,59990,1542,VIC,Drive Away,Petrol,Allspace 2.0L SUV 4WD,1718428209,Drive,SUV,39845,1.505584139,1,Conventional
2023,Volkswagen,Tiguan,59990,5980,VIC,Drive Away,Petrol,Allspace 2.0L SUV 4WD,1716605026,Drive,SUV,39845,1.505584139,1,Conventional
2023,Tesla,Model Y,64344,16428,WA,*Excl. Govt. Charges,Electric,SUV RWD,1719638591,Drive,SUV,42790,1.503715821,1,Electric
2019,Toyota,Corolla,35010,18011,NSW,Drive Away,Petrol,2.0L Hatchback FWD,1714787215,Drive,OTHER,23335,1.500321406,5,Conventional
2022,Isuzu,D-MAX,62990,14763,VIC,Drive Away,Diesel,3.0L Diesel Dual Cab Ute 4XD,1717246770,Drive,UTE,41990,1.500119076,2,Conventional
2020,Toyota,Corolla,41085,31060,NSW,Drive Away,Hybrid,Hybrid 1.8L Hatchback FWD Hybrid,1714182782,Drive,OTHER,27395,1.499726227,4,Hybrid
2019,Toyota,Hilux,51996,48802,WA,*Excl. Govt. Charges,Diesel,2.8L Diesel Dual Cab Cab Chassis 4XD,1719027090,Drive,OTHER,34695,1.498659749,5,Conventional
2022,Isuzu,D-MAX,62825,12732,WA,Drive Away,Diesel,3.0L Diesel Dual Cab Ute 4XD,1712377369,Drive,UTE,41990,1.496189569,2,Conventional
2022,Tesla,Model Y,64955,21471,WA,Drive Away,Electric,SUV RWD,1716606232,Drive,SUV,43415,1.496141886,2,Electric
2022,Kia,Sportage,49990,36789,WA,*Excl. Govt. Charges,Diesel,2.0L Diesel SUV 4WD,1713580441,Drive,SUV,33490,1.492684383,2,Conventional
2022,Isuzu,D-MAX,62330,31654,SA,Drive Away,Diesel,3.0L Diesel Dual Cab Ute 4XD,1719638380,Drive,UTE,41990,1.484401048,2,Conventional
2023,Volkswagen,Tiguan,58990,1525,SA,Drive Away,Petrol,Allspace 2.0L SUV 4WD,1714182018,Drive,SUV,39845,1.480486887,1,Conventional
2023,Volkswagen,Tiguan,58990,1501,QLD,Drive Away,Petrol,Allspace 2.0L SUV 4WD,1717825082,Drive,SUV,39845,1.480486887,1,Conventional
2023,Volkswagen,Tiguan,58888,750,VIC,Drive Away,Petrol,Allspace 2.0L SUV 4WD,1714787914,Drive,SUV,39845,1.477926967,1,Conventional
2022,Isuzu,D-MAX,61998,38228,WA,*Excl. Govt. Charges,Diesel,3.0L Diesel Dual Cab Ute 4XD,1716008699,Drive,UTE,41990,1.476494403,2,Conventional
2022,Tesla,Model Y,63998,25534,WA,*Excl. Govt. Charges,Electric,SUV RWD,1719638305,Drive,SUV,43415,1.474098814,2,Electric
2022,Isuzu,D-MAX,61790,48230,QLD,Drive Away,Diesel,3.0L Diesel Dual Cab Ute 4XD,1718427781,Drive,UTE,41990,1.471540843,2,Conventional
2023,Tesla,Model Y,62950,16484,VIC,*Excl. Govt. Charges,Electric,SUV RWD,1716007738,Drive,SUV,42790,1.471138116,1,Electric
2019,Toyota,Hilux,50996,48802,WA,*Excl. Govt. Charges,Diesel,2.8L Diesel Dual Cab Cab Chassis 4XD,1719026398,Drive,OTHER,34695,1.469837152,5,Conventional
2023,Tesla,Model Y,62888,16428,WA,*Excl. Govt. Charges,Electric,SUV RWD,1716008532,Drive,SUV,42790,1.46968918,1,Electric
2023,Tesla,Model Y,62888,8059,WA,*Excl. Govt. Charges,Electric,SUV RWD,1718428438,Drive,SUV,42790,1.46968918,1,Electric
2019,Toyota,Corolla,33980,31990,NSW,Drive Away,Petrol,2.0L Hatchback FWD,1719025705,Drive,OTHER,23335,1.456181701,5,Conventional
2021,Toyota,Corolla,39866,19095,VIC,Drive Away,Hybrid,Hybrid 1.8L Hatchback FWD Hybrid,1712976853,Drive,OTHER,27395,1.455229056,3,Hybrid
2023,Nissan,X-TRAIL,59642,983,QLD,Drive Away,Hybrid,e-POWER 1.5L SUV 4WD Hybrid,1716605275,Drive,SUV,41090,1.451496715,1,Hybrid
2022,Tesla,Model Y,62990,10663,WA,*Excl. Govt. Charges,Electric,SUV RWD,1718428292,Drive,SUV,43415,1.450881032,2,Electric
2023,Tesla,Model Y,61989,8059,WA,*Excl. Govt. Charges,Electric,SUV RWD,1716604769,Drive,SUV,42790,1.448679598,1,Electric
2022,Isuzu,D-MAX,60695,35799,WA,Drive Away,Diesel,3.0L Diesel Dual Cab Ute 4XD,1714788086,Drive,UTE,41990,1.445463206,2,Conventional
2023,Tesla,Model Y,61594,12218,QLD,Drive Away,Electric,SUV RWD,1717824921,Drive,SUV,42790,1.439448469,1,Electric
2023,Nissan,X-TRAIL,58888,9238,QLD,Drive Away,Hybrid,e-POWER 1.5L SUV 4WD Hybrid,1719026614,Drive,SUV,41090,1.433146751,1,Hybrid
2022,Isuzu,D-MAX,59990,20756,QLD,Drive Away,Diesel,3.0L Diesel Dual Cab Ute 4XD,1720826133,Drive,UTE,41990,1.428673494,2,Conventional
2022,Isuzu,D-MAX,59988,43933,WA,*Excl. Govt. Charges,Diesel,3.0L Diesel Dual Cab Ute 4XD,1719638917,Drive,UTE,41990,1.428625863,2,Conventional
2022,Isuzu,D-MAX,59969,47214,WA,*Excl. Govt. Charges,Diesel,3.0L Diesel Dual Cab Ute 4XD,1711777019,Drive,UTE,41990,1.428173375,2,Conventional
2019,Toyota,Corolla,33205,8991,WA,Drive Away,Petrol,2.0L Hatchback FWD,1712377362,Drive,OTHER,23335,1.422969788,5,Conventional
2022,Tesla,Model Y,61777,20780,WA,*Excl. Govt. Charges,Electric,SUV RWD,1711776213,Drive,SUV,43415,1.42294138,2,Electric
2023,Nissan,X-TRAIL,58365,9238,QLD,Drive Away,Hybrid,e-POWER 1.5L SUV 4WD Hybrid,1715393189,Drive,SUV,41090,1.420418593,1,Hybrid
2020,Toyota,Corolla,38888,34136,QLD,Drive Away,Hybrid,Hybrid 1.8L Hatchback FWD Hybrid,1716605186,Drive,OTHER,27395,1.419529111,4,Hybrid
2023,Tesla,Model Y,60741,16428,WA,*Excl. Govt. Charges,Electric,SUV RWD,1720826364,Drive,SUV,42790,1.419513905,1,Electric
2022,Isuzu,D-MAX,59521,12732,WA,Drive Away,Diesel,3.0L Diesel Dual Cab Ute 4XD,1717825602,Drive,UTE,41990,1.417504168,2,Conventional
2019,Hyundai,Kona,33206,54848,WA,Drive Away,Petrol,2.0L SUV FWD,1717246583,Drive,SUV,23500,1.413021277,5,Conventional
2019,Toyota,Hilux,48980,80583,WA,*Excl. Govt. Charges,Diesel,2.8L Diesel Dual Cab Cab Chassis 4XD,1714182791,Drive,OTHER,34695,1.411730797,5,Conventional
2023,Volkswagen,Tiguan,55990,1501,QLD,Drive Away,Petrol,Allspace 2.0L SUV 4WD,1716605271,Drive,SUV,39845,1.405195131,1,Conventional
2022,Tesla,Model Y,61000,32505,WA,*Excl. Govt. Charges,Electric,SUV RWD,1719025606,Drive,SUV,43415,1.40504434,2,Electric
2022,Isuzu,D-MAX,58990,21787,NSW,*Excl. Govt. Charges,Diesel,3.0L Diesel Dual Cab Ute 4XD,1712977485,Drive,UTE,41990,1.4048583,2,Conventional
2020,Ford,Everest,58969,63764,WA,*Excl. Govt. Charges,Diesel,2.0L Diesel SUV 4XD,1717247806,Drive,SUV,41990,1.404358181,4,Conventional
2022,Tesla,Model Y,60950,27963,VIC,*Excl. Govt. Charges,Electric,SUV RWD,1715393794,Drive,SUV,43415,1.403892664,2,Electric
2022,Kia,Sportage,46990,62117,QLD,Drive Away,Diesel,2.0L Diesel SUV 4WD,1719639575,Drive,SUV,33490,1.403105405,2,Conventional
2023,Tesla,Model Y,59990,24828,NSW,*Excl. Govt. Charges,Electric,SUV RWD,1713581065,Drive,SUV,42790,1.401963075,1,Electric
2023,Tesla,Model Y,59989,8059,WA,*Excl. Govt. Charges,Electric,SUV RWD,1712977463,Drive,SUV,42790,1.401939706,1,Electric
2023,Tesla,Model Y,59950,8274,VIC,*Excl. Govt. Charges,Electric,SUV RWD,1716007097,Drive,SUV,42790,1.401028278,1,Electric
2023,Tesla,Model Y,59950,10371,VIC,*Excl. Govt. Charges,Electric,SUV RWD,1715393167,Drive,SUV,42790,1.401028278,1,Electric
2021,Toyota,Corolla,32690,35637,QLD,*Excl. Govt. Charges,Petrol,2.0L Hatchback FWD,1719638482,Drive,OTHER,23335,1.400899936,3,Conventional
2023,Nissan,X-TRAIL,57490,1980,QLD,Drive Away,Hybrid,e-POWER 1.5L SUV 4WD Hybrid,1711777431,Drive,SUV,41090,1.399123874,1,Hybrid
2023,Nissan,X-TRAIL,57490,8374,QLD,Drive Away,Hybrid,e-POWER 1.5L SUV 4WD Hybrid,1719025575,Drive,SUV,41090,1.399123874,1,Hybrid
2019,Toyota,Hilux,48384,71523,WA,*Excl. Govt. Charges,Diesel,2.8L Diesel Dual Cab Cab Chassis 4XD,1714182856,Drive,OTHER,34695,1.394552529,5,Conventional
2023,Nissan,X-TRAIL,57300,5987,VIC,Drive Away,Hybrid,e-POWER 1.5L SUV 4WD Hybrid,1717247854,Drive,SUV,41090,1.394499878,1,Hybrid
2023,Tesla,Model Y,59663,16428,WA,*Excl. Govt. Charges,Electric,SUV RWD,1712377331,Drive,SUV,42790,1.394321103,1,Electric
2020,Toyota,Corolla,38100,40239,NSW,Drive Away,Hybrid,Hybrid 1.8L Hatchback FWD Hybrid,1720826579,Drive,OTHER,27395,1.390764738,4,Hybrid
2023,Volkswagen,Tiguan,55415,4900,VIC,Drive Away,Petrol,Allspace 2.0L SUV 4WD,1713580143,Drive,SUV,39845,1.390764211,1,Conventional
2020,Hyundai,Kona,36990,38338,QLD,Drive Away,Petrol,2.0L SUV FWD,1715393201,Drive,SUV,26600,1.390601504,4,Conventional
2019,Toyota,Corolla,32395,28917,NSW,Drive Away,Petrol,2.0L Hatchback FWD,1720826664,Drive,OTHER,23335,1.388257982,5,Conventional
2020,Toyota,Corolla,37995,43835,NSW,Drive Away,Hybrid,Hybrid 1.8L Hatchback FWD Hybrid,1716008235,Drive,OTHER,27395,1.386931922,4,Hybrid
2021,Toyota,Corolla,37990,41480,NSW,*Excl. Govt. Charges,Hybrid,Hybrid 1.8L Hatchback FWD Hybrid,1712377311,Drive,OTHER,27395,1.386749407,3,Hybrid
2022,Isuzu,D-MAX,58222,51000,WA,*Excl. Govt. Charges,Diesel,3.0L Diesel Dual Cab Ute 4XD,1717247926,Drive,UTE,41990,1.386568231,2,Conventional
2023,Tesla,Model Y,59286,16428,WA,Drive Away,Electric,SUV RWD,1713580451,Drive,SUV,42790,1.385510633,1,Electric
2023,Volkswagen,Tiguan,55190,740,VIC,Drive Away,Petrol,Allspace 2.0L SUV 4WD,1717247651,Drive,SUV,39845,1.38511733,1,Conventional
2019,Toyota,Hilux,47988,101233,WA,*Excl. Govt. Charges,Diesel,2.8L Diesel Dual Cab Cab Chassis 4XD,1714787897,Drive,OTHER,34695,1.383138781,5,Conventional
2019,Toyota,Hilux,47988,102682,WA,*Excl. Govt. Charges,Diesel,2.8L Diesel Dual Cab Cab Chassis 4XD,1719638494,Drive,OTHER,34695,1.383138781,5,Conventional
2019,Toyota,Hilux,47980,81870,WA,*Excl. Govt. Charges,Diesel,2.8L Diesel Dual Cab Cab Chassis 4XD,1716007452,Drive,OTHER,34695,1.3829082,5,Conventional
2019,Toyota,Hilux,47980,85871,WA,*Excl. Govt. Charges,Diesel,2.8L Diesel Dual Cab Cab Chassis 4XD,1717246827,Drive,OTHER,34695,1.3829082,5,Conventional
2022,Tesla,Model Y,59990,16453,VIC,Drive Away,Electric,SUV RWD,1720826169,Drive,SUV,43415,1.381780491,2,Electric
2019,Ford,Ranger,56915,111922,QLD,Drive Away,Diesel,3.2L Diesel Dual Cab Ute 4XD,1716606490,Drive,UTE,41190,1.381767419,5,Conventional
2022,Isuzu,D-MAX,57999,37450,WA,*Excl. Govt. Charges,Diesel,3.0L Diesel Dual Cab Ute 4XD,1711776208,Drive,UTE,41990,1.381257442,2,Conventional
2022,Isuzu,D-MAX,57990,26597,QLD,Drive Away,Diesel,3.0L Diesel Dual Cab Ute 4XD,1711777131,Drive,UTE,41990,1.381043106,2,Conventional
2022,Tesla,Model Y,59950,28500,VIC,*Excl. Govt. Charges,Electric,SUV RWD,1716007287,Drive,SUV,43415,1.38085915,2,Electric
2020,Toyota,Hilux,55610,57272,NT,Drive Away,Diesel,2.8L Diesel Dual Cab Cab Chassis 4XD,1716007791,Drive,OTHER,40310,1.379558422,4,Conventional
2023,Tesla,Model Y,58950,16484,VIC,*Excl. Govt. Charges,Electric,SUV RWD,1718428913,Drive,SUV,42790,1.377658331,1,Electric
2022,Tesla,Model Y,59800,25681,NSW,*Excl. Govt. Charges,Electric,SUV RWD,1714182086,Drive,SUV,43415,1.377404123,2,Electric
2022,Isuzu,D-MAX,57745,38694,NSW,Drive Away,Diesel,3.0L Diesel Dual Cab Ute 4XD,1712377836,Drive,UTE,41990,1.375208383,2,Conventional
2019,Toyota,Corolla,31990,44014,QLD,Drive Away,Petrol,2.0L Hatchback FWD,1711776781,Drive,OTHER,23335,1.370902078,5,Conventional
2023,Nissan,X-TRAIL,56090,8130,SA,Drive Away,Hybrid,e-POWER 1.5L SUV 4WD Hybrid,1717824129,Drive,SUV,41090,1.365052324,1,Hybrid
2023,Nissan,X-TRAIL,56011,8130,SA,Drive Away,Hybrid,e-POWER 1.5L SUV 4WD Hybrid,1714182572,Drive,SUV,41090,1.363129715,1,Hybrid
2020,Ford,Everest,57138,70237,SA,Drive Away,Diesel,2.0L Diesel SUV 4XD,1713581171,Drive,SUV,41990,1.36075256,4,Conventional
2023,Nissan,X-TRAIL,55881,2881,WA,*Excl. Govt. Charges,Hybrid,e-POWER 1.5L SUV 4WD Hybrid,1714182122,Drive,SUV,41090,1.359965928,1,Hybrid
2019,Ford,Ranger,55990,87000,WA,*Excl. Govt. Charges,Diesel,3.2L Diesel Dual Cab Ute 4XD,1718427987,Drive,UTE,41190,1.359310512,5,Conventional
2022,Tesla,Model Y,58969,8809,WA,*Excl. Govt. Charges,Electric,SUV RWD,1717247915,Drive,SUV,43415,1.358263273,2,Electric
2022,Tesla,Model Y,58940,19464,ACT,Drive Away,Electric,SUV RWD,1716008323,Drive,SUV,43415,1.357595301,2,Electric
2022,Isuzu,D-MAX,56990,26668,QLD,Drive Away,Diesel,3.0L Diesel Dual Cab Ute 4XD,1719640029,Drive,UTE,41990,1.357227911,2,Conventional
2022,Isuzu,D-MAX,56990,19437,QLD,Drive Away,Diesel,3.0L Diesel Dual Cab Ute 4XD,1711776834,Drive,UTE,41990,1.357227911,2,Conventional
2022,Isuzu,D-MAX,56990,27420,QLD,Drive Away,Diesel,3.0L Diesel Dual Cab Ute 4XD,1718428860,Drive,UTE,41990,1.357227911,2,Conventional
2023,Volkswagen,Tiguan,53990,1501,Que,Drive Away,Petrol,Allspace 2.0L SUV 4WD,1720826173,Drive,SUV,39845,1.355000627,1,Conventional
2020,Ford,Everest,56888,44230,WA,*Excl. Govt. Charges,Diesel,2.0L Diesel SUV 4XD,1712976704,Drive,SUV,41990,1.354798762,4,Conventional
2023,Tesla,Model Y,57950,18578,VIC,*Excl. Govt. Charges,Electric,SUV RWD,1713581575,Drive,SUV,42790,1.354288385,1,Electric
2023,Tesla,Model Y,57950,8274,VIC,*Excl. Govt. Charges,Electric,SUV RWD,1712378761,Drive,SUV,42790,1.354288385,1,Electric
2022,Isuzu,D-MAX,56783,51000,WA,*Excl. Govt. Charges,Diesel,3.0L Diesel Dual Cab Ute 4XD,1713581068,Drive,UTE,41990,1.352298166,2,Conventional
2022,Tesla,Model Y,58666,25431,WA,*Excl. Govt. Charges,Electric,SUV RWD,1720826753,Drive,SUV,43415,1.351284118,2,Electric
2023,Nissan,X-TRAIL,55379,2012,WA,Drive Away,Hybrid,e-POWER 1.5L SUV 4WD Hybrid,1716604985,Drive,SUV,41090,1.347748844,1,Hybrid
2023,Nissan,X-TRAIL,55378,2012,WA,Drive Away,Hybrid,e-POWER 1.5L SUV 4WD Hybrid,1719026587,Drive,SUV,41090,1.347724507,1,Hybrid
2022,Tesla,Model Y,58490,16653,VIC,Drive Away,Electric,SUV RWD,1716605022,Drive,SUV,43415,1.34723022,2,Electric
2020,Toyota,Hilux,54110,33256,NSW,Drive Away,Diesel,2.8L Diesel Dual Cab Cab Chassis 4XD,1712976782,Drive,OTHER,40310,1.342346812,4,Conventional
2020,Toyota,Hilux,53985,66674,WA,*Excl. Govt. Charges,Diesel,2.8L Diesel Dual Cab Cab Chassis 4XD,1714182247,Drive,OTHER,40310,1.339245845,4,Conventional
2019,Toyota,Corolla,31250,85339,VIC,Drive Away,Petrol,2.0L Hatchback FWD,1719026344,Drive,OTHER,23335,1.339190058,5,Conventional
2023,Nissan,X-TRAIL,54990,3001,VIC,Drive Away,Hybrid,e-POWER 1.5L SUV 4WD Hybrid,1714182025,Drive,SUV,41090,1.33828182,1,Hybrid
2022,Tesla,Model Y,57989,16937,WA,*Excl. Govt. Charges,Electric,SUV RWD,1714183173,Drive,SUV,43415,1.33569043,2,Electric
2020,Toyota,Corolla,33875,16990,NSW,Drive Away,Petrol,2.0L Hatchback FWD,1712378089,Drive,OTHER,25395,1.333924001,4,Conventional
2023,Nissan,X-TRAIL,54800,4232,QLD,Drive Away,Hybrid,e-POWER 1.5L SUV 4WD Hybrid,1717247258,Drive,SUV,41090,1.333657824,1,Hybrid
2022,Isuzu,D-MAX,55990,27850,QLD,Drive Away,Diesel,3.0L Diesel Dual Cab Ute 4XD,1711776851,Drive,UTE,41990,1.333412717,2,Conventional
2022,Isuzu,D-MAX,55990,25582,QLD,Drive Away,Diesel,3.0L Diesel Dual Cab Ute 4XD,1714788163,Drive,UTE,41990,1.333412717,2,Conventional
2022,Kia,Sportage,44650,20633,SA,Drive Away,Diesel,2.0L Diesel SUV 4WD,1713580346,Drive,SUV,33490,1.333233801,2,Conventional
2023,Tesla,Model Y,56950,8274,VIC,*Excl. Govt. Charges,Electric,SUV RWD,1720827466,Drive,SUV,42790,1.330918439,1,Electric
2020,Toyota,Corolla,36450,55632,NSW,Drive Away,Hybrid,Hybrid 1.8L Hatchback FWD Hybrid,1711776268,Drive,OTHER,27395,1.330534769,4,Hybrid
2021,Porsche,Taycan,259000,8043,NSW,Drive Away,Electric,Sedan 4WD,1716604950,Drive,OTHER,194700,1.330251669,3,Electric
2023,Volkswagen,Tiguan,52888,1525,VIC,Drive Away,Petrol,Allspace 2.0L SUV 4WD,1714183635,Drive,SUV,39845,1.327343456,1,Conventional
2019,Toyota,Corolla,32950,29328,NSW,Drive Away,Petrol,2.0L Sedan FWD,1717247275,Drive,OTHER,24835,1.326756594,5,Conventional
2019,Toyota,Corolla,32950,26683,NSW,Drive Away,Petrol,2.0L Sedan FWD,1720827670,Drive,OTHER,24835,1.326756594,5,Conventional
2019,Toyota,Corolla,32950,26681,NSW,Drive Away,Petrol,2.0L Sedan FWD,1712377763,Drive,OTHER,24835,1.326756594,5,Conventional
2020,Ford,Everest,55690,43693,QLD,Drive Away,Diesel,2.0L Diesel SUV 4XD,1719639339,Drive,SUV,41990,1.326268159,4,Conventional
2020,Toyota,C-HR,43765,19868,NSW,Drive Away,Hybrid,1.8L SUV FWD Hybrid,1718428756,Drive,SUV,33000,1.326212121,4,Hybrid
2019,Toyota,Hilux,45988,89425,WA,*Excl. Govt. Charges,Diesel,2.8L Diesel Dual Cab Cab Chassis 4XD,1716605381,Drive,OTHER,34695,1.325493587,5,Conventional
2019,Toyota,Hilux,45985,89873,WA,*Excl. Govt. Charges,Diesel,2.8L Diesel Dual Cab Cab Chassis 4XD,1717824331,Drive,OTHER,34695,1.325407119,5,Conventional
2019,Toyota,Corolla,32845,29328,NSW,Drive Away,Petrol,2.0L Sedan FWD,1716007025,Drive,OTHER,24835,1.322528689,5,Conventional
2022,Tesla,Model Y,57389,16937,WA,*Excl. Govt. Charges,Electric,SUV RWD,1717246585,Drive,SUV,43415,1.321870321,2,Electric
2023,Volkswagen,Tiguan,52588,14136,VIC,Drive Away,Petrol,Allspace 2.0L SUV 4WD,1720826853,Drive,SUV,39845,1.31981428,1,Conventional
2020,Toyota,Corolla,33490,17288,NSW,*Excl. Govt. Charges,Petrol,2.0L Hatchback FWD,1714181922,Drive,OTHER,25395,1.318763536,4,Conventional
2019,Hyundai,Kona,30990,23000,VIC,Drive Away,Petrol,2.0L SUV FWD,1714787660,Drive,SUV,23500,1.318723404,5,Conventional
2020,Toyota,Hilux,52996,58044,WA,*Excl. Govt. Charges,Diesel,2.8L Diesel Dual Cab Cab Chassis 4XD,1719639740,Drive,OTHER,40310,1.31471099,4,Conventional
2019,Hyundai,Kona,30890,29755,NSW,Drive Away,Petrol,2.0L SUV FWD,1717824072,Drive,SUV,23500,1.314468085,5,Conventional
2019,Hyundai,Kona,30890,31601,NSW,Drive Away,Petrol,2.0L SUV FWD,1719639818,Drive,SUV,23500,1.314468085,5,Conventional
2019,Hyundai,Kona,30890,32105,NSW,Drive Away,Petrol,2.0L SUV FWD,1719026232,Drive,SUV,23500,1.314468085,5,Conventional
